media,week,gdelt_tone
abc,2025-03-10/2025-03-16,-2.769457129534348
abc,2025-03-17/2025-03-23,-2.763132681452327
abc,2025-03-24/2025-03-30,-2.4168216954807256
abc,2025-03-31/2025-04-06,-2.7391189833727823
fox,2015-02-16/2015-02-22,-2.4514329602630403
fox,2015-02-23/2015-03-01,-2.8566069470044977
fox,2015-03-02/2015-03-08,-2.690899661051314
fox,2015-03-09/2015-03-15,-2.7114516995790097
fox,2015-03-16/2015-03-22,-2.695139316924441
fox,2015-03-23/2015-03-29,-2.32763897621959
fox,2015-03-30/2015-04-05,-2.185974291494826
fox,2015-04-06/2015-04-12,-2.476698902388173
fox,2015-04-13/2015-04-19,-3.2670209515499025
fox,2015-04-20/2015-04-26,-2.4805481118057564
fox,2015-04-27/2015-05-03,-2.7965830223912547
fox,2015-05-04/2015-05-10,-2.0892226488531156
fox,2015-05-11/2015-05-17,-2.827228464040636
fox,2015-05-18/2015-05-24,-3.0799555011840423
fox,2015-05-25/2015-05-31,-2.703221238487218
fox,2015-06-01/2015-06-07,-2.140209088583866
fox,2015-06-08/2015-06-14,-2.3047840029388897
fox,2015-06-15/2015-06-21,-2.9069661381203638
fox,2015-06-22/2015-06-28,-2.910428812536875
fox,2015-06-29/2015-07-05,-2.5214184808668385
fox,2015-07-06/2015-07-12,-2.3044876155744483
fox,2015-07-13/2015-07-19,-2.7539029600880136
fox,2015-07-20/2015-07-26,-2.6258816662931537
fox,2015-07-27/2015-08-02,-2.578885332215824
fox,2015-08-03/2015-08-09,-2.9099139200186475
fox,2015-08-10/2015-08-16,-2.6674707318013513
fox,2015-08-17/2015-08-23,-2.306539580343957
fox,2015-08-24/2015-08-30,-3.161757293415748
fox,2015-08-31/2015-09-06,-3.1703870711022026
fox,2015-09-07/2015-09-13,-3.029773922492832
fox,2015-09-14/2015-09-20,-2.3801411351222628
fox,2015-09-21/2015-09-27,-2.4176630393583554
fox,2015-09-28/2015-10-04,-2.276917604676349
fox,2015-10-05/2015-10-11,-2.2799239824948208
fox,2015-10-12/2015-10-18,-2.379215841196788
fox,2015-10-19/2015-10-25,-2.34156954155511
fox,2015-10-26/2015-11-01,-2.6642515557280793
fox,2015-11-02/2015-11-08,-2.453550291861369
fox,2015-11-09/2015-11-15,-2.62258723799127
fox,2015-11-16/2015-11-22,-3.0355642151075073
fox,2015-11-23/2015-11-29,-2.4112948251208666
fox,2015-11-30/2015-12-06,-3.078698847104542
fox,2015-12-07/2015-12-13,-2.9309789082191284
fox,2015-12-14/2015-12-20,-3.6530638309171897
fox,2015-12-21/2015-12-27,-3.4029953960572175
fox,2015-12-28/2016-01-03,-2.723906428804837
fox,2016-01-04/2016-01-10,-3.3879271509329927
fox,2016-01-11/2016-01-17,-3.3379233040060377
fox,2016-01-18/2016-01-24,-2.7215246305908933
fox,2016-01-25/2016-01-31,-3.1433619650805777
fox,2016-02-01/2016-02-07,-3.035549494535273
fox,2016-02-08/2016-02-14,-2.8757679946783066
fox,2016-02-15/2016-02-21,-2.186143841785508
fox,2016-02-22/2016-02-28,-2.532188329934501
fox,2016-02-29/2016-03-06,-2.6036097915552547
fox,2016-03-07/2016-03-13,-2.50589772729176
fox,2016-03-14/2016-03-20,-3.394289648811137
fox,2016-03-21/2016-03-27,-3.2026110386954163
fox,2016-03-28/2016-04-03,-3.2837452170295225
fox,2016-04-04/2016-04-10,-3.1820354610363366
fox,2016-04-11/2016-04-17,-3.131875463499317
fox,2016-04-18/2016-04-24,-2.1098662167306244
fox,2016-04-25/2016-05-01,-2.298451826005711
fox,2016-05-02/2016-05-08,-2.081323061943372
fox,2016-05-09/2016-05-15,-2.9089331961170446
fox,2016-05-16/2016-05-22,-2.256213077874355
fox,2016-05-23/2016-05-29,-2.1465984641227167
fox,2016-05-30/2016-06-05,-3.0149906870198673
fox,2016-06-06/2016-06-12,-2.2566675469548914
fox,2016-06-13/2016-06-19,-3.0147209012403158
fox,2016-06-20/2016-06-26,-2.8532373645278755
fox,2016-06-27/2016-07-03,-2.5861776811055437
fox,2016-07-04/2016-07-10,-2.7392621987749424
fox,2016-07-11/2016-07-17,-2.7439025330755977
fox,2016-07-18/2016-07-24,-2.4393872674109094
fox,2016-07-25/2016-07-31,-2.546472925514416
fox,2016-08-01/2016-08-07,-2.7441209840113916
fox,2016-08-08/2016-08-14,-2.8535219845858557
fox,2016-08-15/2016-08-21,-3.080893251727137
fox,2016-08-22/2016-08-28,-2.8092424628493204
fox,2016-08-29/2016-09-04,-2.8493343119748666
fox,2016-09-05/2016-09-11,-2.713358807344238
fox,2016-09-12/2016-09-18,-3.1353462949962125
fox,2016-09-19/2016-09-25,-3.155029047550846
fox,2016-09-26/2016-10-02,-2.6974321131951955
fox,2016-10-03/2016-10-09,-2.934395897419712
fox,2016-10-10/2016-10-16,-2.738152445015862
fox,2016-10-17/2016-10-23,-2.4193938415443217
fox,2016-10-24/2016-10-30,-2.7680539102011843
fox,2016-10-31/2016-11-06,-3.0932873202509152
fox,2016-11-07/2016-11-13,-2.5085486939120725
fox,2016-11-14/2016-11-20,-2.8916570202227816
fox,2016-11-21/2016-11-27,-2.5331206805153403
fox,2016-11-28/2016-12-04,-2.640213005013721
fox,2016-12-05/2016-12-11,-3.4221918175267017
fox,2016-12-12/2016-12-18,-2.953297063387723
fox,2016-12-19/2016-12-25,-2.8965727408512545
fox,2016-12-26/2017-01-01,-2.527939025473551
fox,2017-01-02/2017-01-08,-2.5966280204497116
fox,2017-01-09/2017-01-15,-3.467052589103429
fox,2017-01-16/2017-01-22,-2.818406650113563
fox,2017-01-23/2017-01-29,-3.0283635744633504
fox,2017-01-30/2017-02-05,-2.792549781444533
fox,2017-02-06/2017-02-12,-3.2727337849967277
fox,2017-02-13/2017-02-19,-3.3823722202194837
fox,2017-02-20/2017-02-26,-2.5118401240366572
fox,2017-02-27/2017-03-05,-1.627572404241609
fox,2017-03-06/2017-03-12,-2.409737420585897
fox,2017-03-13/2017-03-19,-2.6615921932881004
fox,2017-03-20/2017-03-26,-3.93989615078518
fox,2017-03-27/2017-04-02,-3.312409068037771
fox,2017-04-03/2017-04-09,-3.401832582008369
fox,2017-04-10/2017-04-16,-3.5564835478700205
fox,2017-04-17/2017-04-23,-3.9222413409821018
fox,2017-04-24/2017-04-30,-3.4340714454839167
fox,2017-05-01/2017-05-07,-3.8218040265530218
fox,2017-05-08/2017-05-14,-3.832921493271869
fox,2017-05-15/2017-05-21,-3.288936899818889
fox,2017-05-22/2017-05-28,-3.4622635634811845
fox,2017-05-29/2017-06-04,-3.8812530737135504
fox,2017-06-05/2017-06-11,-3.5334224804378604
fox,2017-06-12/2017-06-18,-4.094268025881491
fox,2017-06-19/2017-06-25,-3.9567480430307076
fox,2017-06-26/2017-07-02,-4.002527983709894
fox,2017-07-03/2017-07-09,-3.5810355391722197
fox,2017-07-10/2017-07-16,-3.732087210417078
fox,2017-07-17/2017-07-23,-2.977279908839513
fox,2017-07-24/2017-07-30,-3.3153363370819267
fox,2017-07-31/2017-08-06,-3.4301152328829363
fox,2017-08-07/2017-08-13,-3.910601585739288
fox,2017-08-14/2017-08-20,-3.995772754147743
fox,2017-08-21/2017-08-27,-3.4156220959798405
fox,2017-08-28/2017-09-03,-3.2680487825291955
fox,2017-09-04/2017-09-10,-3.603572960043356
fox,2017-09-11/2017-09-17,-3.883756208032007
fox,2017-09-18/2017-09-24,-3.829371491444657
fox,2017-09-25/2017-10-01,-3.8151788969911
fox,2017-10-02/2017-10-08,-3.9393912808510083
fox,2017-10-09/2017-10-15,-3.8190703284016925
fox,2017-10-16/2017-10-22,-4.457571916953514
fox,2017-10-23/2017-10-29,-3.635775538301255
fox,2017-10-30/2017-11-05,-4.015420844715404
fox,2017-11-06/2017-11-12,-3.755899853553308
fox,2017-11-13/2017-11-19,-3.433284951964572
fox,2017-11-20/2017-11-26,-3.853109665448334
fox,2017-11-27/2017-12-03,-3.5051344897027152
fox,2017-12-04/2017-12-10,-3.6716695294408117
fox,2017-12-11/2017-12-17,-3.7334241596246978
fox,2017-12-18/2017-12-24,-3.838307824182493
fox,2017-12-25/2017-12-31,-3.5733556305442025
fox,2018-01-01/2018-01-07,-3.7881864868095474
fox,2018-01-08/2018-01-14,-3.521987747169923
fox,2018-01-15/2018-01-21,-3.441704231327139
fox,2018-01-22/2018-01-28,-3.475480346033328
fox,2018-01-29/2018-02-04,-3.2003145353255347
fox,2018-02-05/2018-02-11,-3.9108154098738965
fox,2018-02-12/2018-02-18,-3.474548930862292
fox,2018-02-19/2018-02-25,-3.8415370482976616
fox,2018-02-26/2018-03-04,-3.979589655466934
fox,2018-03-05/2018-03-11,-3.7921394447797536
fox,2018-03-12/2018-03-18,-3.8462541164352837
fox,2018-03-19/2018-03-25,-3.9985498574330447
fox,2018-03-26/2018-04-01,-3.2005607281533854
fox,2018-04-02/2018-04-08,-3.6693916487287117
fox,2018-04-09/2018-04-15,-3.646926159139741
fox,2018-04-16/2018-04-22,-3.162548285837012
fox,2018-04-23/2018-04-29,-3.7462546155421803
fox,2018-04-30/2018-05-06,-3.0555881998852894
fox,2018-05-07/2018-05-13,-3.167060566279424
fox,2018-05-14/2018-05-20,-3.2221400864706005
fox,2018-05-21/2018-05-27,-3.2886423413927934
fox,2018-05-28/2018-06-03,-3.455025916328207
fox,2018-06-04/2018-06-10,-3.4579925564381195
fox,2018-06-11/2018-06-17,-2.9419601045377393
fox,2018-06-18/2018-06-24,-2.720567431058608
fox,2018-06-25/2018-07-01,-2.66238189746202
fox,2018-07-02/2018-07-08,-2.1338518404990126
fox,2018-07-09/2018-07-15,-2.3519512707136117
fox,2018-07-16/2018-07-22,-2.505553257574258
fox,2018-07-23/2018-07-29,-2.6098423785380014
fox,2018-07-30/2018-08-05,-2.70818961530191
fox,2018-08-06/2018-08-12,-2.944502307587464
fox,2018-08-13/2018-08-19,-2.883313061764067
fox,2018-08-20/2018-08-26,-2.584078495698631
fox,2018-08-27/2018-09-02,-2.489815160483275
fox,2018-09-03/2018-09-09,-2.904115131345914
fox,2018-09-10/2018-09-16,-3.3847308535369853
fox,2018-09-17/2018-09-23,-2.1973006984610617
fox,2018-09-24/2018-09-30,-3.1448073923123734
fox,2018-10-01/2018-10-07,-2.830547592388431
fox,2018-10-08/2018-10-14,-2.7869820500423286
fox,2018-10-15/2018-10-21,-2.429586835836392
fox,2018-10-22/2018-10-28,-2.7322094664400716
fox,2018-10-29/2018-11-04,-2.9267628966240493
fox,2018-11-05/2018-11-11,-2.766164863900675
fox,2018-11-12/2018-11-18,-2.845376101102174
fox,2018-11-19/2018-11-25,-2.8373424743600886
fox,2018-11-26/2018-12-02,-2.8968829974616273
fox,2018-12-03/2018-12-09,-2.4887318949590793
fox,2018-12-10/2018-12-16,-2.567836012421246
fox,2018-12-17/2018-12-23,-2.702009281034222
fox,2018-12-24/2018-12-30,-2.1671957847883747
fox,2018-12-31/2019-01-06,-2.836744434375265
fox,2019-01-07/2019-01-13,-2.070423989074684
fox,2019-01-14/2019-01-20,-2.048952594570415
fox,2019-01-21/2019-01-27,-2.098220954387444
fox,2019-01-28/2019-02-03,-1.8404096429888104
fox,2019-02-04/2019-02-10,-2.0779431018959893
fox,2019-02-11/2019-02-17,-2.5443478035686815
fox,2019-02-18/2019-02-24,-3.0595749973541864
fox,2019-02-25/2019-03-03,-2.724282189582887
fox,2019-03-04/2019-03-10,-2.8272987057862626
fox,2019-03-11/2019-03-17,-3.077711862291975
fox,2019-03-18/2019-03-24,-3.1115865038031854
fox,2019-03-25/2019-03-31,-3.420149967437986
fox,2019-04-01/2019-04-07,-2.5688734752755185
fox,2019-04-08/2019-04-14,-3.452617958909543
fox,2019-04-15/2019-04-21,-2.8587195922457798
fox,2019-04-22/2019-04-28,-3.108864356054396
fox,2019-04-29/2019-05-05,-2.9319687742329443
fox,2019-05-06/2019-05-12,-2.990911796181024
fox,2019-05-13/2019-05-19,-3.0295905937347913
fox,2019-05-20/2019-05-26,-3.1839546475970146
fox,2019-05-27/2019-06-02,-2.786893854449907
fox,2019-06-03/2019-06-09,-2.9349243509693936
fox,2019-06-10/2019-06-16,-3.345455253333056
fox,2019-06-17/2019-06-23,-2.7113778051005832
fox,2019-06-24/2019-06-30,-2.217040090370745
fox,2019-07-01/2019-07-07,-2.2251148923329387
fox,2019-07-08/2019-07-14,-2.332880810518223
fox,2019-07-15/2019-07-21,-2.2642348083181614
fox,2019-07-22/2019-07-28,-1.757316726623081
fox,2019-07-29/2019-08-04,-2.416292158685804
fox,2019-08-05/2019-08-11,-2.965073257606028
fox,2019-08-12/2019-08-18,-2.9694389197102686
fox,2019-08-19/2019-08-25,-2.4961042129273445
fox,2019-08-26/2019-09-01,-3.018449043133068
fox,2019-09-02/2019-09-08,-2.5255316296092736
fox,2019-09-09/2019-09-15,-2.6631957274857165
fox,2019-09-16/2019-09-22,-2.4481543876624925
fox,2019-09-23/2019-09-29,-2.2808806020524344
fox,2019-09-30/2019-10-06,-3.0015302285115975
fox,2019-10-07/2019-10-13,-2.7711935439672017
fox,2019-10-14/2019-10-20,-1.8504753297905323
fox,2019-10-21/2019-10-27,-2.2326663027636444
fox,2019-10-28/2019-11-03,-2.5868949972476347
fox,2019-11-04/2019-11-10,-1.9009192536891362
fox,2019-11-11/2019-11-17,-1.7623512920873337
fox,2019-11-18/2019-11-24,-2.1654738775569586
fox,2019-11-25/2019-12-01,-2.123553802935074
fox,2019-12-02/2019-12-08,-2.039450353804486
fox,2019-12-09/2019-12-15,-2.1438111165966696
fox,2019-12-16/2019-12-22,-2.7376491029438506
fox,2019-12-23/2019-12-29,-1.400282955681212
fox,2019-12-30/2020-01-05,-2.0274510740120957
fox,2020-01-06/2020-01-12,-2.508809531045571
fox,2020-01-13/2020-01-19,-2.781336776367435
fox,2020-01-20/2020-01-26,-2.6380263616974484
fox,2020-01-27/2020-02-02,-2.0071649552502775
fox,2020-02-03/2020-02-09,-1.8065543447118217
fox,2020-02-10/2020-02-16,-1.66583744951978
fox,2020-02-17/2020-02-23,-2.1787042183737944
fox,2020-02-24/2020-03-01,-1.8860426249607267
fox,2020-03-02/2020-03-08,-1.9780016231177893
fox,2020-03-09/2020-03-15,-2.43612379072602
fox,2020-03-16/2020-03-22,-2.306562656192353
fox,2020-03-23/2020-03-29,-2.1067876230311473
fox,2020-03-30/2020-04-05,-2.0254761522742375
fox,2020-04-06/2020-04-12,-1.8371300554854293
fox,2020-04-13/2020-04-19,-1.7760027769522193
fox,2020-04-20/2020-04-26,-1.9365917156341923
fox,2020-04-27/2020-05-03,-1.7157620844607187
fox,2020-05-04/2020-05-10,-2.097709838144152
fox,2020-05-11/2020-05-17,-2.069843792258733
fox,2020-05-18/2020-05-24,-1.6417933118626205
fox,2020-05-25/2020-05-31,-2.9349218816317135
fox,2020-06-01/2020-06-07,-4.10669613121537
fox,2020-06-08/2020-06-14,-2.972381593926017
fox,2020-06-15/2020-06-21,-1.8904901989997915
fox,2020-06-22/2020-06-28,-2.4586270399225882
fox,2020-06-29/2020-07-05,-2.1087740962734447
fox,2020-07-06/2020-07-12,-2.3695547465220708
fox,2020-07-13/2020-07-19,-2.4440794201000537
fox,2020-07-20/2020-07-26,-2.3196845782957007
fox,2020-07-27/2020-08-02,-2.774881003541436
fox,2020-08-03/2020-08-09,-2.4686795352215003
fox,2020-08-10/2020-08-16,-2.162692491274781
fox,2020-08-17/2020-08-23,-2.3408520384686518
fox,2020-08-24/2020-08-30,-2.2762582235272446
fox,2020-08-31/2020-09-06,-2.8641512553471515
fox,2020-09-07/2020-09-13,-2.6048786797328694
fox,2020-09-14/2020-09-20,-2.2837678313195258
fox,2020-09-21/2020-09-27,-1.4921501054802788
fox,2020-09-28/2020-10-04,-2.099017103709664
fox,2020-10-05/2020-10-11,-2.237925464387614
fox,2020-10-12/2020-10-18,-1.83363585530364
fox,2020-10-19/2020-10-25,-2.0385848680407173
fox,2020-10-26/2020-11-01,-2.1004829055896517
fox,2020-11-02/2020-11-08,-1.4343669470852072
fox,2020-11-09/2020-11-15,-1.6383505032842438
fox,2020-11-16/2020-11-22,-1.7083350203411973
fox,2020-11-23/2020-11-29,-1.7276405024500812
fox,2020-11-30/2020-12-06,-1.6944798722771761
fox,2020-12-07/2020-12-13,-1.729001067560364
fox,2020-12-14/2020-12-20,-1.8071985662017687
fox,2020-12-21/2020-12-27,-1.7268190947253896
fox,2020-12-28/2021-01-03,-1.797789079162524
fox,2021-01-04/2021-01-10,-2.935811891832723
fox,2021-01-11/2021-01-17,-3.0110192695745552
fox,2021-01-18/2021-01-24,-2.253968509986177
fox,2021-01-25/2021-01-31,-2.597804149975891
fox,2021-02-01/2021-02-07,-1.9409529354298185
fox,2021-02-08/2021-02-14,-2.3263605485056242
fox,2021-02-15/2021-02-21,-1.9765268773158389
fox,2021-02-22/2021-02-28,-2.028859226557224
fox,2021-03-01/2021-03-07,-2.1606261226780936
fox,2021-03-08/2021-03-14,-2.2574284178249484
fox,2021-03-15/2021-03-21,-2.45791630071707
fox,2021-03-22/2021-03-28,-2.247963422012374
fox,2021-03-29/2021-04-04,-2.6713364130619994
fox,2021-04-05/2021-04-11,-2.2704778639280905
fox,2021-04-12/2021-04-18,-2.4117966629926335
fox,2021-04-19/2021-04-25,-2.804626060479337
fox,2021-04-26/2021-05-02,-1.7505043172363608
fox,2021-05-03/2021-05-09,-1.8349694127373528
fox,2021-05-10/2021-05-16,-2.315264993835406
fox,2021-05-17/2021-05-23,-2.725865955450038
fox,2021-05-24/2021-05-30,-2.258897153542031
fox,2021-05-31/2021-06-06,-1.9896728959575618
fox,2021-06-07/2021-06-13,-2.4301882591007513
fox,2021-06-14/2021-06-20,-2.621105400428705
fox,2021-06-21/2021-06-27,-2.8588648265450174
fox,2021-06-28/2021-07-04,-2.4921134341321065
fox,2021-07-05/2021-07-11,-2.4683524608098177
fox,2021-07-12/2021-07-18,-2.5762006590157362
fox,2021-07-19/2021-07-25,-2.449284937035972
fox,2021-07-26/2021-08-01,-2.440037470099277
fox,2021-08-02/2021-08-08,-2.9718784134295784
fox,2021-08-09/2021-08-15,-2.40044274112854
fox,2021-08-16/2021-08-22,-2.548728036771995
fox,2021-08-23/2021-08-29,-3.360715108079695
fox,2021-08-30/2021-09-05,-2.6186995516432283
fox,2021-09-06/2021-09-12,-2.377600190264911
fox,2021-09-13/2021-09-19,-2.479908995638822
fox,2021-09-20/2021-09-26,-2.566330172484832
fox,2021-09-27/2021-10-03,-2.121547441855954
fox,2021-10-04/2021-10-10,-2.140434048558581
fox,2021-10-11/2021-10-17,-2.522206949430114
fox,2021-10-18/2021-10-24,-2.703114353765607
fox,2021-10-25/2021-10-31,-2.768199714473036
fox,2021-11-01/2021-11-07,-2.3975165872421296
fox,2021-11-08/2021-11-14,-2.483893335674667
fox,2021-11-15/2021-11-21,-2.3087492412174413
fox,2021-11-22/2021-11-28,-2.929561025232117
fox,2021-11-29/2021-12-05,-2.9995598547620594
fox,2021-12-06/2021-12-12,-2.988669475743615
fox,2021-12-13/2021-12-19,-2.1174176487009384
fox,2021-12-20/2021-12-26,-2.418316371797746
fox,2021-12-27/2022-01-02,-2.1631878099638917
fox,2022-01-03/2022-01-09,-2.573927673758111
fox,2022-01-10/2022-01-16,-2.3446484758750485
fox,2022-01-17/2022-01-23,-2.4396942958442542
fox,2022-01-24/2022-01-30,-2.5428238274353907
fox,2022-01-31/2022-02-06,-2.462309233650663
fox,2022-02-07/2022-02-13,-2.349022440130951
fox,2022-02-14/2022-02-20,-2.9965924294949366
fox,2022-02-21/2022-02-27,-2.816098999346935
fox,2022-02-28/2022-03-06,-2.7556552061024107
fox,2022-03-07/2022-03-13,-3.0026471950881737
fox,2022-03-14/2022-03-20,-2.5708653715011867
fox,2022-03-21/2022-03-27,-2.412242427852422
fox,2022-03-28/2022-04-03,-2.7449993981488223
fox,2022-04-04/2022-04-10,-2.5275818809968
fox,2022-04-11/2022-04-17,-2.5688936890171368
fox,2022-04-18/2022-04-24,-2.8216453618255217
fox,2022-04-25/2022-05-01,-2.8214263973372877
fox,2022-05-02/2022-05-08,-2.9917240523078155
fox,2022-05-09/2022-05-15,-2.802510040037495
fox,2022-05-16/2022-05-22,-2.475186429883838
fox,2022-05-23/2022-05-29,-2.9578880239595864
fox,2022-05-30/2022-06-05,-3.0739756103444438
fox,2022-06-06/2022-06-12,-2.7437796566961405
fox,2022-06-13/2022-06-19,-2.447803304131195
fox,2022-06-20/2022-06-26,-2.6742096367018857
fox,2022-06-27/2022-07-03,-2.835515392927292
fox,2022-07-04/2022-07-10,-2.549820509718525
fox,2022-07-11/2022-07-17,-2.517840906566535
fox,2022-07-18/2022-07-24,-2.6147897358308994
fox,2022-07-25/2022-07-31,-2.362197946267379
fox,2022-08-01/2022-08-07,-2.34393939247764
fox,2022-08-08/2022-08-14,-2.920650139265049
fox,2022-08-15/2022-08-21,-2.347821516805309
fox,2022-08-22/2022-08-28,-2.4681084747745174
fox,2022-08-29/2022-09-04,-3.0690940940655205
fox,2022-09-05/2022-09-11,-2.316566861663348
fox,2022-09-12/2022-09-18,-2.793686647769672
fox,2022-09-19/2022-09-25,-2.6037898894639633
fox,2022-09-26/2022-10-02,-3.0955425568281107
fox,2022-10-03/2022-10-09,-3.4175584222898463
fox,2022-10-10/2022-10-16,-2.836502087105422
fox,2022-10-17/2022-10-23,-3.1261360461344636
fox,2022-10-24/2022-10-30,-2.721045934838732
fox,2022-10-31/2022-11-06,-2.5766499603475355
fox,2022-11-07/2022-11-13,-1.7931456038323366
fox,2022-11-14/2022-11-20,-2.4759639337638064
fox,2022-11-21/2022-11-27,-2.6130676203068877
fox,2022-11-28/2022-12-04,-2.6561660658354493
fox,2022-12-05/2022-12-11,-2.4320478868405866
fox,2022-12-12/2022-12-18,-2.446436465514217
fox,2022-12-19/2022-12-25,-2.109923894405244
fox,2022-12-26/2023-01-01,-2.226141357019176
fox,2023-01-02/2023-01-08,-2.2156141526110193
fox,2023-01-09/2023-01-15,-2.833641320425405
fox,2023-01-16/2023-01-22,-2.639531213200196
fox,2023-01-23/2023-01-29,-2.9058408812039285
fox,2023-01-30/2023-02-05,-2.733621769357092
fox,2023-02-06/2023-02-12,-2.7311362022221624
fox,2023-02-13/2023-02-19,-2.6777886919667986
fox,2023-02-20/2023-02-26,-3.2519700574446606
fox,2023-02-27/2023-03-05,-3.193372460780653
fox,2023-03-06/2023-03-12,-2.909296653523064
fox,2023-03-13/2023-03-19,-2.8796910681769705
fox,2023-03-20/2023-03-26,-3.689608649879609
fox,2023-03-27/2023-04-02,-3.1221074024083144
fox,2023-04-03/2023-04-09,-3.3015532753418344
fox,2023-04-10/2023-04-16,-2.8787306289678596
fox,2023-04-17/2023-04-23,-2.874133935588496
fox,2023-04-24/2023-04-30,-2.8706687167481717
fox,2023-05-01/2023-05-07,-3.0648967706543147
fox,2023-05-08/2023-05-14,-2.655300451651506
fox,2023-05-15/2023-05-21,-3.417206160236668
fox,2023-05-22/2023-05-28,-2.8781515401640707
fox,2023-05-29/2023-06-04,-2.557091074642067
fox,2023-06-05/2023-06-11,-2.712675344611017
fox,2023-06-12/2023-06-18,-2.8112042816810963
fox,2023-06-19/2023-06-25,-3.0416456611757807
fox,2023-06-26/2023-07-02,-2.566680541096194
fox,2023-07-03/2023-07-09,-2.930666010004512
fox,2023-07-10/2023-07-16,-2.915673850325649
fox,2023-07-17/2023-07-23,-3.301933385116137
fox,2023-07-24/2023-07-30,-3.167716146117454
fox,2023-07-31/2023-08-06,-3.176078048664856
fox,2023-08-07/2023-08-13,-3.376157520651117
fox,2023-08-14/2023-08-20,-3.432390342326446
fox,2023-08-21/2023-08-27,-3.243400928353047
fox,2023-08-28/2023-09-03,-3.030799353160078
fox,2023-09-04/2023-09-10,-2.8614133084861053
fox,2023-09-11/2023-09-17,-2.9874611590218723
fox,2023-09-18/2023-09-24,-2.679000836408479
fox,2023-09-25/2023-10-01,-3.208567825293034
fox,2023-10-02/2023-10-08,-2.799013922266661
fox,2023-10-09/2023-10-15,-3.5051839414329407
fox,2023-10-16/2023-10-22,-3.3134969143995656
fox,2023-10-23/2023-10-29,-2.915860465134059
fox,2023-10-30/2023-11-05,-3.0721315105235307
fox,2023-11-06/2023-11-12,-2.493099673272944
fox,2023-11-13/2023-11-19,-2.7356251577377777
fox,2023-11-20/2023-11-26,-2.020131933019162
fox,2023-11-27/2023-12-03,-2.5896308812328486
fox,2023-12-04/2023-12-10,-3.0005763592902492
fox,2023-12-11/2023-12-17,-2.287927226529397
fox,2023-12-18/2023-12-24,-2.339090921756344
fox,2023-12-25/2023-12-31,-2.108152654473459
fox,2024-01-01/2024-01-07,-2.7970799479773705
fox,2024-01-08/2024-01-14,-2.4048604605573605
fox,2024-01-15/2024-01-21,-1.6234109941949069
fox,2024-01-22/2024-01-28,-1.8610089584750569
fox,2024-01-29/2024-02-04,-2.5647597795078503
fox,2024-02-05/2024-02-11,-2.619056440234147
fox,2024-02-12/2024-02-18,-3.233892919113576
fox,2024-02-19/2024-02-25,-2.466210084012851
fox,2024-02-26/2024-03-03,-2.627592684270621
fox,2024-03-04/2024-03-10,-2.2032534740888923
fox,2024-03-11/2024-03-17,-2.654341511766889
fox,2024-03-18/2024-03-24,-2.430832168309179
fox,2024-03-25/2024-03-31,-3.0122363799385066
fox,2024-04-01/2024-04-07,-2.6866325780369893
fox,2024-04-08/2024-04-14,-2.631538432697692
fox,2024-04-15/2024-04-21,-3.0742908264643924
fox,2024-04-22/2024-04-28,-2.917885006653887
fox,2024-04-29/2024-05-05,-2.7755367002010485
fox,2024-05-06/2024-05-12,-2.3302190553927704
fox,2024-05-13/2024-05-19,-2.374155253911656
fox,2024-05-20/2024-05-26,-2.8343659550161178
fox,2024-05-27/2024-06-02,-3.1604936524995417
fox,2024-06-03/2024-06-09,-1.9651427288400212
fox,2024-06-10/2024-06-16,-2.3983306688028856
fox,2024-06-17/2024-06-23,-2.573557734093255
fox,2024-06-24/2024-06-30,-2.5471355279364825
fox,2024-07-01/2024-07-07,-1.9251731224821294
fox,2024-07-08/2024-07-14,-2.1927461782511934
fox,2024-07-15/2024-07-21,-1.6185051526635286
fox,2024-07-22/2024-07-28,-1.4248340498957741
fox,2024-07-29/2024-08-04,-2.1795153128880034
fox,2024-08-05/2024-08-11,-1.9734071714265755
fox,2024-08-12/2024-08-18,-1.9648912631988686
fox,2024-08-19/2024-08-25,-1.6055385849901944
fox,2024-08-26/2024-09-01,-1.9495384519527061
fox,2024-09-02/2024-09-08,-2.570984898414063
fox,2024-09-09/2024-09-15,-2.2447600473562273
fox,2024-09-16/2024-09-22,-2.487735244831943
fox,2024-09-23/2024-09-29,-1.7740353547568601
fox,2024-09-30/2024-10-06,-2.2785546130856305
fox,2024-10-07/2024-10-13,-2.423712632329432
fox,2024-10-14/2024-10-20,-1.858091786070247
fox,2024-10-21/2024-10-27,-1.761286122715463
fox,2024-10-28/2024-11-03,-1.4226524121780686
fox,2024-11-04/2024-11-10,-1.3197493138858416
fox,2024-11-11/2024-11-17,-1.0482271279099318
fox,2024-11-18/2024-11-24,-2.4341404159742344
fox,2024-11-25/2024-12-01,-1.6255802344415788
fox,2024-12-02/2024-12-08,-1.842249215414129
fox,2024-12-09/2024-12-15,-2.1595097583630127
fox,2024-12-16/2024-12-22,-1.9496287058906498
fox,2024-12-23/2024-12-29,-1.6349720654875477
fox,2024-12-30/2025-01-05,-2.217121699974628
fox,2025-01-06/2025-01-12,-2.4611138645084574
fox,2025-01-13/2025-01-19,-1.5632876427429467
fox,2025-01-20/2025-01-26,-1.8310653746875258
fox,2025-01-27/2025-02-02,-2.241919049873846
fox,2025-02-03/2025-02-09,-1.7676377850125868
fox,2025-02-10/2025-02-16,-2.0813268072194324
