month,year,topic,topic_id,rank,count,total_articles,percentage
12,2016,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,262,1000,26.200000000000003
12,2016,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,2,133,1000,13.3
12,2016,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,118,1000,11.799999999999999
12,2017,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,245,1000,24.5
12,2017,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,2,138,1000,13.8
12,2017,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,107,1000,10.7
12,2018,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,164,1000,16.400000000000002
12,2018,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,2,157,1000,15.7
12,2018,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,3,146,1000,14.6
12,2019,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,201,1000,20.1
12,2019,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,2,143,1000,14.299999999999999
12,2019,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,126,1000,12.6
12,2020,ebola congo outbreak / taraji henson lends / 19 moms leaving,0,1,193,1000,19.3
12,2020,jury picked cop / troops iraq syria / lifts broad restrictions,4,2,178,1000,17.8
12,2020,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,122,1000,12.2
12,2021,ebola congo outbreak / taraji henson lends / 19 moms leaving,0,1,178,1000,17.8
12,2021,jury picked cop / troops iraq syria / lifts broad restrictions,4,2,168,1000,16.8
12,2021,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,3,146,1000,14.6
12,2022,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,188,1000,18.8
12,2022,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,2,139,1000,13.900000000000002
12,2022,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,97,1000,9.700000000000001
12,2023,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,259,1000,25.900000000000002
12,2023,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,2,147,1000,14.7
12,2023,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,3,122,1000,12.2
12,2024,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,228,1000,22.8
12,2024,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,2,122,1000,12.2
12,2024,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,3,117,1000,11.700000000000001
