month,year,topic,topic_id,rank,count,total_articles,percentage
10,2021,india anger nepal / iraqi pm opens / mexican soldiers tortured,2,2,188,1000,18.8
10,2021,reagan arrives japan / gasoline cars 2050 / paycheck mystery jobs,3,3,112,1000,11.200000000000001
10,2022,suspected freeway shooter / 34176175 justices review / pledges lower warming,1,1,471,1000,47.099999999999994
10,2022,india anger nepal / iraqi pm opens / mexican soldiers tortured,2,2,208,1000,20.8
10,2022,reagan arrives japan / gasoline cars 2050 / paycheck mystery jobs,3,3,102,1000,10.2
10,2023,suspected freeway shooter / 34176175 justices review / pledges lower warming,1,1,473,1000,47.3
10,2023,india anger nepal / iraqi pm opens / mexican soldiers tortured,2,2,251,1000,25.1
10,2023,reagan arrives japan / gasoline cars 2050 / paycheck mystery jobs,3,3,117,1000,11.700000000000001
10,2024,suspected freeway shooter / 34176175 justices review / pledges lower warming,1,1,610,1000,61.0
10,2024,india anger nepal / iraqi pm opens / mexican soldiers tortured,2,2,161,1000,16.1
10,2024,reagan arrives japan / gasoline cars 2050 / paycheck mystery jobs,3,3,89,1000,8.9
11,2015,waco biker shooting / presidential hopefuls / cargo ship el,3,1,349,1000,34.9
11,2015,malian president france / people sea jails / government demands explanation,2,2,186,1000,18.6
11,2015,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,121,1000,12.1
11,2016,waco biker shooting / presidential hopefuls / cargo ship el,3,1,372,1000,37.2
11,2016,malian president france / people sea jails / government demands explanation,2,2,183,1000,18.3
11,2016,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,110,1000,11.0
11,2017,waco biker shooting / presidential hopefuls / cargo ship el,3,1,358,1000,35.8
11,2017,malian president france / people sea jails / government demands explanation,2,2,190,1000,19.0
11,2017,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,120,1000,12.0
11,2018,waco biker shooting / presidential hopefuls / cargo ship el,3,1,257,1000,25.7
11,2018,malian president france / people sea jails / government demands explanation,2,2,216,1000,21.6
11,2018,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,114,1000,11.4
11,2019,waco biker shooting / presidential hopefuls / cargo ship el,3,1,347,1000,34.699999999999996
11,2019,malian president france / people sea jails / government demands explanation,2,2,185,1000,18.5
11,2019,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,97,1000,9.700000000000001
11,2020,waco biker shooting / presidential hopefuls / cargo ship el,3,1,273,1000,27.3
11,2020,malian president france / people sea jails / government demands explanation,2,2,157,1000,15.7
11,2020,flu vaccine poll / elton john reflects / hiv charlie,1,3,150,1000,15.0
11,2021,waco biker shooting / presidential hopefuls / cargo ship el,3,1,253,1000,25.3
11,2021,malian president france / people sea jails / government demands explanation,2,2,161,1000,16.1
11,2021,flu vaccine poll / elton john reflects / hiv charlie,1,3,122,1000,12.2
11,2022,waco biker shooting / presidential hopefuls / cargo ship el,3,1,319,1000,31.900000000000002
11,2022,malian president france / people sea jails / government demands explanation,2,2,178,1000,17.8
11,2022,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,106,1000,10.6
11,2023,waco biker shooting / presidential hopefuls / cargo ship el,3,1,332,1000,33.2
11,2023,malian president france / people sea jails / government demands explanation,2,2,203,1000,20.3
11,2023,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,84,1000,8.4
11,2024,waco biker shooting / presidential hopefuls / cargo ship el,3,1,384,1000,38.4
11,2024,malian president france / people sea jails / government demands explanation,2,2,137,1000,13.700000000000001
11,2024,voodoo fest / interview mcdonalds / jolie reveals inspiration,4,3,108,1000,10.8
12,2015,jury picked cop / troops iraq syria / lifts broad restrictions,4,1,262,1000,26.200000000000003
12,2015,spotlight tops gotham / 35547231 christmas trees / construction spending rises,3,2,153,1000,15.299999999999999
12,2015,polio outbreak ukraine / terror hits home / sentenced 35548335 french,1,3,122,1000,12.2
