month,year,topic,topic_id,rank,count,total_articles,percentage
6,2015,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,969,1000,96.89999999999999
6,2015,vaccine mandates / bacteria eye stem / cord blood banking,0,2,24,1000,2.4
6,2016,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,958,1000,95.8
6,2016,vaccine mandates / bacteria eye stem / cord blood banking,0,2,3,1000,0.3
6,2017,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,999,1000,99.9
6,2017,vaccine mandates / bacteria eye stem / cord blood banking,0,2,1,1000,0.1
6,2018,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,996,1000,99.6
6,2018,vaccine mandates / bacteria eye stem / cord blood banking,0,2,1,1000,0.1
6,2019,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,974,1000,97.39999999999999
6,2019,vaccine mandates / bacteria eye stem / cord blood banking,0,2,3,1000,0.3
6,2020,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,844,1000,84.39999999999999
6,2020,vaccine mandates / bacteria eye stem / cord blood banking,0,2,120,1000,12.0
6,2021,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,889,1000,88.9
6,2021,vaccine mandates / bacteria eye stem / cord blood banking,0,2,83,1000,8.3
6,2022,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,956,1000,95.6
6,2022,vaccine mandates / bacteria eye stem / cord blood banking,0,2,19,1000,1.9
6,2023,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,981,1000,98.1
6,2023,vaccine mandates / bacteria eye stem / cord blood banking,0,2,10,1000,1.0
6,2024,friday 13th actress / 88 bangladesh / withdrawal next imf,1,1,978,1000,97.8
6,2024,vaccine mandates / bacteria eye stem / cord blood banking,0,2,13,1000,1.3
7,2015,law violations japan / clinton emails despite / go tehran thursday,1,1,839,1000,83.89999999999999
7,2015,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,12,1000,1.2
7,2016,law violations japan / clinton emails despite / go tehran thursday,1,1,871,1000,87.1
7,2017,law violations japan / clinton emails despite / go tehran thursday,1,1,953,1000,95.3
7,2017,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,2,1000,0.2
7,2018,law violations japan / clinton emails despite / go tehran thursday,1,1,908,1000,90.8
7,2018,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,2,1000,0.2
7,2019,law violations japan / clinton emails despite / go tehran thursday,1,1,874,1000,87.4
7,2019,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,6,1000,0.6
7,2020,law violations japan / clinton emails despite / go tehran thursday,1,1,668,1000,66.8
7,2020,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,168,1000,16.8
7,2021,law violations japan / clinton emails despite / go tehran thursday,1,1,799,1000,79.9
7,2021,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,105,1000,10.5
7,2022,law violations japan / clinton emails despite / go tehran thursday,1,1,864,1000,86.4
7,2022,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,34,1000,3.4000000000000004
7,2023,law violations japan / clinton emails despite / go tehran thursday,1,1,894,1000,89.4
7,2023,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,8,1000,0.8
7,2024,law violations japan / clinton emails despite / go tehran thursday,1,1,883,1000,88.3
7,2024,ebola outbreak congo / us unemployment rate / enforce business shutdowns,0,2,8,1000,0.8
8,2015,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,874,1000,87.4
8,2015,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,9,1000,0.8999999999999999
8,2016,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,900,1000,90.0
8,2016,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,2,1000,0.2
8,2017,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,971,1000,97.1
8,2017,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,4,1000,0.4
8,2018,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,945,1000,94.5
8,2019,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,919,1000,91.9
8,2019,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,4,1000,0.4
8,2020,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,928,1000,92.80000000000001
8,2020,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,1,1000,0.1
8,2021,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,696,1000,69.6
8,2021,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,193,1000,19.3
8,2022,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,870,1000,87.0
8,2022,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,23,1000,2.3
8,2023,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,922,1000,92.2
8,2023,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,12,1000,1.2
8,2024,minister stephen harper / chechnya allegedly cheated / welfare rolls ease,1,1,908,1000,90.8
8,2024,afghanistan taliban kabul / feeling demoralized struggling / announces plans weigh,0,2,13,1000,1.3
9,2015,judge joe brown / investigate new ebola / shoots anti government,1,1,868,1000,86.8
9,2015,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,92,1000,9.2
9,2016,judge joe brown / investigate new ebola / shoots anti government,1,1,889,1000,88.9
9,2016,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,101,1000,10.100000000000001
9,2017,judge joe brown / investigate new ebola / shoots anti government,1,1,988,1000,98.8
9,2017,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,3,1000,0.3
9,2018,judge joe brown / investigate new ebola / shoots anti government,1,1,983,1000,98.3
9,2018,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,1,1000,0.1
9,2019,judge joe brown / investigate new ebola / shoots anti government,1,1,993,1000,99.3
9,2019,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,2,1000,0.2
9,2020,judge joe brown / investigate new ebola / shoots anti government,1,1,994,1000,99.4
9,2020,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,1,1000,0.1
9,2021,judge joe brown / investigate new ebola / shoots anti government,1,1,997,1000,99.7
9,2022,judge joe brown / investigate new ebola / shoots anti government,1,1,986,1000,98.6
9,2022,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,1,1000,0.1
9,2023,judge joe brown / investigate new ebola / shoots anti government,1,1,994,1000,99.4
9,2023,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,1,1000,0.1
9,2024,judge joe brown / investigate new ebola / shoots anti government,1,1,972,1000,97.2
9,2024,regresado de venezuela / india investiga google / hipoteticos ataques biologicos,0,2,15,1000,1.5
10,2015,judgment terror case / male migrants look / needs free elections,1,1,925,1000,92.5
10,2015,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,8,1000,0.8
10,2016,judgment terror case / male migrants look / needs free elections,1,1,937,1000,93.7
10,2016,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,3,1000,0.3
10,2017,judgment terror case / male migrants look / needs free elections,1,1,926,1000,92.60000000000001
10,2017,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,3,1000,0.3
10,2018,judgment terror case / male migrants look / needs free elections,1,1,919,1000,91.9
10,2018,california purchase hepatitis / tobacco companies revive / yorks cuomo nursing,0,2,3,1000,0.3
