source,topic,decay_rate,half_life_days,r2,n_obs,avg_tone,first_date
ABC News,"AFFECT,119",3.966906045470852e-05,17473.24420126699,0.22355067843647136,23,,2015-05-11 08:15:00
ABC News,"AFFECT,1395",0.00015890520666011823,4362.01679686,0.687995303944676,7,,2017-08-28 03:45:00
ABC News,"AFFECT,1555",1.89053099470308e-05,36664.15321949316,0.010157857550569083,8,,2015-11-25 21:15:00
ABC News,"AFFECT,1607",1.60173584971786e-05,43274.74974616074,0.007341098065413387,7,,2018-03-12 00:15:00
ABC News,"AFFECT,1655",0.0001270534569780694,5455.555457098573,0.606838220757804,6,,2016-07-08 09:00:00
ABC News,"AFFECT,1759",3.983749815837229e-05,17399.36523635013,0.09597929694872431,9,,2016-08-16 20:00:00
ABC News,"AFFECT,2087",8.632034637923274e-05,8029.939749253661,0.046836277212699895,3,,2021-07-02 21:30:00
ABC News,"AFFECT,2170",4.486682641903608e-05,15448.990621406132,0.11212139086690709,5,,2015-04-12 16:00:00
ABC News,"AFFECT,245",2.6034269637403698e-05,26624.41428985178,0.06809836881345321,13,,2015-06-07 12:30:00
ABC News,"AFFECT,302",1.5583542481025063e-05,44479.43600782298,0.02074049584218185,15,,2015-09-07 17:15:00
ABC News,"AFFECT,318",2.901755509938066e-05,23887.166861095735,0.05722685325390886,12,,2016-05-11 21:15:00
ABC News,"AFFECT,3322",0.0003235954573887985,2142.0176480633722,1.0,3,,2020-03-18 08:00:00
ABC News,"AFFECT,409",2.798550152556286e-05,24768.081426977547,0.09952384603985343,18,,2015-05-11 08:15:00
ABC News,"AFFECT,47",1.3670554422030253e-05,50703.66271633656,0.042493065565178845,31,,2015-03-20 20:15:00
ABC News,"AFFECT,4723",9.057963471030839e-05,7652.351246246104,0.019137664914551045,4,,2021-12-03 05:45:00
ABC News,"AFFECT,57",1.7806553269070798e-05,38926.521606172464,0.03034362419499681,18,,2015-02-24 11:15:00
ABC News,"AFFECT,608",1.5122026203020046e-05,45836.92497646352,0.019586356348491485,13,,2015-05-05 14:45:00
ABC News,"AGRICULTURE,113",0.00010373645202856189,6681.809209833976,0.5449510658310275,4,,2015-09-23 15:45:00
ABC News,"AGRICULTURE,1362",0.0004697297517958637,1475.6297166826573,0.9887764326463797,3,,2022-06-27 05:45:00
ABC News,"AGRICULTURE,1555",0.0076502850586446115,90.60409844162709,1.0,2,,2023-08-15 11:45:00
ABC News,"AGRICULTURE,2274",0.0005615860223104771,1234.2671523557499,0.2499999999999999,3,,2023-02-27 02:30:00
ABC News,"AGRICULTURE,528",0.00037577859880274746,1844.562683368219,1.0,2,,2020-10-06 09:15:00
ABC News,"ALLIANCE,1309",9.076729057950639e-05,7636.5304740785705,0.06270465578027762,4,,2016-05-21 21:00:00
ABC News,"APPOINTMENT,3054",0.0002390714080826441,2899.331150132067,1.0,2,,2016-07-02 21:15:00
ABC News,"APPOINTMENT,57",0.00012207490980307173,5678.047861580348,0.502943737323091,7,,2017-01-17 18:30:00
ABC News,"ARMEDCONFLICT,1241",3.550758244871222e-05,19521.10317736048,0.14578481577429359,16,,2016-01-21 10:30:00
ABC News,"ARMEDCONFLICT,1250",0.00019460626876073537,3561.792664614295,0.6576226098083955,7,,2019-07-25 10:30:00
ABC News,"ARMEDCONFLICT,1254",3.0607855665656114e-05,22646.054925621556,0.01912384002045575,11,,2015-06-30 10:15:00
ABC News,"ARMEDCONFLICT,1371",5.829012378110831e-05,11891.331422847186,0.1978632409047233,10,,2016-07-24 23:30:00
ABC News,"ARMEDCONFLICT,1422",4.156514965454175e-05,16676.162273463782,0.19709955779363297,14,,2015-04-09 20:45:00
ABC News,"ARMEDCONFLICT,1444",4.814419817405806e-05,14397.314875906264,0.2002453822024386,10,,2016-05-29 18:00:00
ABC News,"ARMEDCONFLICT,1508",7.102592998300662e-05,9759.072225112503,0.3985930097546615,10,,2016-05-29 18:00:00
ABC News,"ARMEDCONFLICT,1760",4.043224539225368e-05,17143.425348638782,0.17812992102498892,13,,2015-03-21 16:15:00
ABC News,"ARMEDCONFLICT,1820",3.80679538171765e-05,18208.154393819637,0.0917120745454918,7,,2015-05-06 22:45:00
ABC News,"ARMEDCONFLICT,209",1.7637339596217464e-05,39299.984942661016,0.03753966436854339,27,,2015-03-28 01:30:00
ABC News,"ARMEDCONFLICT,2128",7.174551357506824e-05,9661.191982892375,0.2782184218946544,4,,2016-07-02 21:15:00
ABC News,"ARMEDCONFLICT,2294",6.203109488230426e-05,11174.189039788831,0.3042751470099754,10,,2016-05-29 18:00:00
ABC News,"ARMEDCONFLICT,2382",0.00011576144498165605,5987.720528797682,0.4240288366339299,6,,2019-11-13 08:00:00
ABC News,"ARMEDCONFLICT,26",1.1566821745737407e-05,59925.46576723923,0.04496729512902342,32,,2015-02-24 10:00:00
ABC News,"ARMEDCONFLICT,2687",3.936999600532761e-05,17605.975384558016,0.04836885320984241,8,,2018-06-21 09:30:00
ABC News,"ARMEDCONFLICT,306",2.3548678903406785e-05,29434.65250866654,0.07453754688201186,16,,2016-01-04 07:30:00
ABC News,"ARMEDCONFLICT,3084",0.0006024932052192138,1150.4647264988616,0.17459690167562458,3,,2023-02-07 10:45:00
ABC News,"ARMEDCONFLICT,3136",2.7668205295354484e-05,25052.11932471548,0.01851529569379562,4,,2018-07-27 17:30:00
ABC News,"ARMEDCONFLICT,418",2.413986170378599e-05,28713.800810682984,0.07356088816865025,24,,2016-09-26 12:00:00
ABC News,"ARMEDCONFLICT,4427",0.00027695704105748953,2502.7245305385277,0.2499999999999999,3,,2023-02-23 09:30:00
ABC News,"ARMEDCONFLICT,456",1.6192509474035086e-05,42806.6558596996,0.02985370778629337,23,,2015-04-04 07:30:00
ABC News,"ARMEDCONFLICT,459",2.2872532822747438e-05,30304.784604816003,0.08476732828591171,20,,2015-08-09 10:30:00
ABC News,"ARMEDCONFLICT,5277",3.4874330172452826e-05,19875.569713664667,0.012385538100342597,4,,2020-11-20 23:30:00
ABC News,"ARMEDCONFLICT,689",2.2367995682041317e-05,30988.345599353597,0.05924856882162022,17,,2015-04-23 15:15:00
ABC News,"ARREST,1886",0.0002109653437776691,3285.5973789251148,0.9607423659782529,3,,2019-07-25 10:30:00
ABC News,"ARREST,3473",0.0008757345747476554,791.5037278957234,1.0,2,,2022-02-13 17:30:00
ABC News,"ARREST,352",2.029082151442662e-05,34160.62676748317,0.05864799478800664,19,,2015-03-14 03:15:00
ABC News,"ARREST,422",7.33931718743187e-05,9444.30064620885,0.20836041981198294,11,,2016-04-14 13:00:00
ABC News,"ARREST,570",1.6760528803821158e-05,41355.92550050794,0.03415284831401133,15,,2015-03-04 01:15:00
ABC News,"ARREST,660",1.574104235855943e-05,44034.38887787733,0.04704602060709395,19,,2015-02-25 08:45:00
ABC News,"ARREST,936",3.261931121648131e-05,21249.595859330228,0.10682838670500439,11,,2015-05-20 17:15:00
ABC News,"ARREST,965",9.542011143113495e-05,7264.1623465320745,0.5157130120661515,11,,2016-06-10 21:15:00
ABC News,"BAN,1039",0.0005577236700249855,1242.8147088125074,1.0,2,,2022-09-22 12:00:00
ABC News,"BAN,1790",0.0005077187355088153,1365.2188349230428,0.5492933444977288,4,,2023-02-08 23:15:00
ABC News,"BAN,1897",0.0007578787067442328,914.5885408730279,1.0,3,,2022-02-13 17:30:00
ABC News,"BAN,1985",9.647300823092706e-05,7184.882002443229,0.045088059845789785,3,,2015-09-14 23:00:00
ABC News,"BAN,2002",0.0005753885758182847,1204.6592679984844,0.3419989636573474,3,,2020-03-18 08:00:00
ABC News,"BAN,2107",6.07155161662539e-05,11416.310431454443,0.22296715984605742,5,,2015-05-23 17:00:00
ABC News,"BAN,2336",0.0001427571671409018,4855.428238330106,0.9935768025794097,3,,2015-05-23 17:00:00
ABC News,"BAN,2387",0.0005065112182429924,1368.4735018591762,0.6595830760385837,3,,2022-10-19 14:30:00
ABC News,"BAN,257",1.4084817303495296e-05,49212.36574278699,0.008480896309068453,8,,2016-02-09 22:45:00
ABC News,"BAN,3044",0.009215116093367372,75.21849681946401,1.0,2,,2020-11-16 10:45:00
ABC News,"BAN,318",0.0014906805445153103,464.9870712475957,1.0,2,,2022-09-22 12:00:00
ABC News,"BAN,3446",0.0003664607705504105,1891.4635242371614,0.610519242116305,3,,2020-03-18 08:00:00
ABC News,"BAN,3477",0.011925444356122483,58.12338390594946,1.0,2,,2025-01-18 07:30:00
ABC News,"BAN,3642",0.00048645882105833156,1424.8835678463925,0.40511729688351894,4,,2022-02-13 17:30:00
ABC News,"BAN,369",1.0883514621790043e-05,63687.807169587046,0.005949987704457427,7,,2016-05-24 00:15:00
ABC News,"BAN,374",7.262295334303137e-05,9544.464231382806,0.265948856590832,7,,2015-10-05 23:45:00
ABC News,"BAN,4167",0.0011453816613224985,605.1669971384148,1.0,2,,2022-12-15 09:30:00
ABC News,"BAN,422",0.00014796846927594306,4684.4248910037095,0.6045150728240039,7,,2018-03-30 17:15:00
ABC News,"BAN,458",0.0032049488013176685,216.27402605463396,0.9722382880277617,3,,2024-03-13 15:30:00
ABC News,"BAN,4586",0.00021194738108204313,3270.3738872415393,0.3629464746907577,4,,2022-03-10 12:30:00
ABC News,"BAN,617",2.476603807719539e-05,27987.810500792064,0.046323500844206666,6,,2015-07-17 16:15:00
ABC News,"BAN,857",2.0812068915920927e-05,33305.05887522302,0.011215359761401644,3,,2015-08-07 12:15:00
ABC News,"BAN,938",0.00019277264444994327,3595.6718990797103,0.7372821295907954,5,,2018-03-30 17:15:00
ABC News,"BLOCKADE,1426",0.0004618053623099823,1500.950913806577,1.0,2,,2022-06-18 07:45:00
ABC News,"BLOCKADE,526",0.0008719679744261601,794.9227504784263,1.0,2,,2023-05-24 09:15:00
ABC News,"BORDER,185",4.610134252738126e-05,15035.292738996919,0.1507913349668084,10,,2015-07-14 10:30:00
ABC News,"BORDER,2047",0.00027193649480216844,2548.9303341362997,0.1052964332323042,5,,2023-01-08 23:30:00
ABC News,"BORDER,2911",9.618958404952292e-05,7206.05237468415,0.06535761000321194,3,,2019-04-26 20:00:00
ABC News,"BORDER,3263",5.3006222795484454e-05,13076.713336740413,0.02601515673079169,3,,2021-02-05 10:30:00
ABC News,"BORDER,3303",0.0005180251313653128,1338.0570528172616,0.9243487911734738,3,,2022-02-13 17:30:00
ABC News,"BORDER,75",1.4891793070292543e-05,46545.582341101435,0.019801466768272546,8,,2015-08-19 14:15:00
ABC News,"CLOSURE,1267",0.00037823237696657134,1832.596104328759,1.0,2,,2020-03-18 08:00:00
ABC News,"CONSTITUTIONAL,1352",7.195644768323556e-05,9632.87103347981,0.21531115355158137,5,,2015-05-23 17:00:00
ABC News,"CONSTITUTIONAL,2877",0.0008498273206571334,815.6329688529731,0.6486909736095405,3,,2023-07-11 18:15:00
ABC News,"CONSTITUTIONAL,516",0.00016569885905523676,4183.17412993701,1.0,2,,2015-11-19 03:00:00
ABC News,"CORRUPTION,111",0.00014326417165028593,4838.245128390842,0.24902071015147254,6,,2016-06-02 00:45:00
ABC News,"CORRUPTION,1492",0.00012839742210754177,5398.450912662299,0.28998781138922314,5,,2018-04-09 12:45:00
ABC News,"CORRUPTION,2923",0.00015033930593554484,4610.551952774873,1.0,2,,2016-06-02 00:45:00
ABC News,"CORRUPTION,53",0.0007151060107727767,969.2929021962748,1.0,2,,2023-02-23 17:15:00
ABC News,"CORRUPTION,711",0.0001217778292081553,5691.899626287033,0.35722568271285304,6,,2016-06-02 00:45:00
ABC News,"CORRUPTION,849",8.127401981993685e-05,8528.520947968584,0.28396572835114464,4,,2016-09-29 23:45:00
ABC News,"CORRUPTION,878",1.2864636689564629e-05,53880.043197971034,0.0002456983730554363,3,,2017-05-16 23:15:00
ABC News,"CORRUPTION,936",0.00016603812780842115,4174.626573480252,1.0,2,,2015-09-23 15:45:00
ABC News,"CRIME_ILLEGAL_DRUGS,2460",0.0003010931864353853,2302.1018468270618,0.20086982899905836,3,,2020-10-06 09:30:00
ABC News,"CRIME_ILLEGAL_DRUGS,2786",0.00020295690230084153,3415.2432004135453,0.9735761896183441,3,,2017-02-14 16:00:00
ABC News,"CRIME_ILLEGAL_DRUGS,2839",0.0016894379504506852,410.2827099243491,1.0,2,,2020-11-16 10:45:00
ABC News,"CRIME_ILLEGAL_DRUGS,4720",0.00041205803669528915,1682.1591106898309,1.0,2,,2020-11-16 10:45:00
ABC News,"CRIME_ILLEGAL_DRUGS,571",0.0001581787615643966,4382.049610862305,0.22223655263035136,4,,2016-03-25 20:30:00
ABC News,"CRIME_ILLEGAL_DRUGS,83",7.359327008825883e-05,9418.621834967636,0.29630419736889635,3,,2016-03-25 20:30:00
ABC News,"CRIME_ILLEGAL_DRUGS,951",0.0007100965115729674,976.1309473616807,1.0,2,,2020-11-16 10:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,1438",1.531913893425873e-05,45247.13716185678,0.006737726761963159,10,,2018-01-18 00:00:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,1794",5.565089425894661e-05,12455.274794591694,0.23413817519166547,11,,2016-06-10 21:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,182",3.2677511644248574e-05,21211.749171909272,0.12794084792471394,15,,2015-12-31 12:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,2008",3.926973151169052e-05,17650.927416032795,0.047570019569591615,7,,2018-08-28 18:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,2103",0.00019368173510988398,3578.7947695052044,0.35343390329304003,7,,2020-06-01 16:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,2127",3.85944523370035e-05,17959.762053557402,0.04037986008770378,10,,2018-05-23 18:00:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,2556",0.0002861005876635937,2422.739450556355,0.9506342445302391,5,,2020-11-20 20:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,2844",0.00012322810506911922,5624.9114613192805,0.6493205980375993,3,,2016-06-19 19:00:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3157",5.638471499976093e-05,12293.175208261391,0.02591185205547375,4,,2020-03-29 00:00:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3242",0.0005464489327603294,1268.4573781827792,1.0,2,,2023-02-22 15:30:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3297",1.5731272815714148e-05,44061.735415811534,0.010258215686872907,6,,2016-05-19 11:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3475",2.2017615522967498e-05,31481.48262634954,0.018517023396570575,4,,2016-04-26 21:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3731",0.00030440323431543876,2277.0690400801373,1.0,2,,2020-03-06 07:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,3808",0.0017552602082604519,394.89710830218604,1.0,2,,2020-11-16 10:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,5299",0.0003267245029074653,2121.5035125671548,1.0,2,,2020-11-16 10:45:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,821",4.4589212085681024e-05,15545.176694937301,0.08086217527697526,14,,2018-10-26 07:15:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,933",3.8446160194976124e-05,18029.035332649968,0.1371332774882108,17,,2015-12-01 10:30:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,942",6.541997742355803e-05,10595.344233645972,0.3017454520174522,12,,2016-05-24 15:00:00
ABC News,"CRISISLEX_C03_WELLBEING_HEALTH,963",6.972539492591937e-05,9941.10081838028,0.19802880947558232,8,,2016-07-07 15:30:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,1395",0.00012465576244975057,5560.490481451724,0.42734012456364145,3,,2017-08-28 03:45:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,186",4.032215086162684e-05,17190.233302251465,0.053452579900765906,5,,2017-10-31 02:00:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,245",4.477136096253973e-05,15481.932325888032,0.10994127691946887,7,,2017-02-04 10:00:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,268",0.0001907137248699589,3634.4902865935755,0.4768206442571765,4,,2016-06-09 18:00:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,2973",3.158185994561963e-05,21947.636451857674,0.03076672796020663,3,,2015-10-15 20:00:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,302",4.260636844106621e-05,16268.6285154464,0.11522047658701695,5,,2015-10-16 12:45:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,3038",0.00023949504318261338,2894.2026162580123,1.0,2,,2015-09-23 15:45:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,3085",0.0009495669979113924,729.9613214070708,1.0,2,,2022-12-15 09:30:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,4160",0.00028513720682711986,2430.925056301768,1.0,2,,2020-03-18 08:00:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,482",9.313492940862835e-05,7442.397658549464,0.12438200788739273,3,,2015-08-26 21:30:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,85",6.64309957374056e-05,10434.09289392379,0.12690043327695322,12,,2015-07-09 12:30:00
ABC News,"CRISISLEX_C04_LOGISTICS_TRANSPORT,9",5.214205184157777e-05,13293.43890543321,0.0141779430599005,9,,2015-07-08 13:30:00
ABC News,"CRISISLEX_C05_NEED_OF_SHELTERS,967",0.0001858710212951849,3729.183687322332,0.7449233079856061,3,,2018-05-03 00:00:00
ABC News,"CRISISLEX_C06_WATER_SANITATION,1136",8.751217942601646e-05,7920.5795708234855,0.3454024896532931,4,,2016-07-04 17:45:00
ABC News,"CRISISLEX_C06_WATER_SANITATION,715",0.00017816476955445605,3890.48397330924,0.17898568338911647,4,,2019-02-01 06:15:00
ABC News,"CRISISLEX_C07_SAFETY,1113",1.939921323749364e-05,35730.68516099776,0.07965126851103566,41,,2015-09-10 09:45:00
ABC News,"CRISISLEX_C07_SAFETY,1154",1.4155933960692564e-05,48965.132394982844,0.04579011475697914,28,,2015-07-30 18:15:00
ABC News,"CRISISLEX_C07_SAFETY,1183",2.6441194134631798e-05,26214.670072411143,0.0980447023287947,22,,2016-01-06 13:30:00
ABC News,"CRISISLEX_C07_SAFETY,1192",1.0562000259725706e-05,65626.50667629753,0.011659802693731902,24,,2016-03-11 21:00:00
ABC News,"CRISISLEX_C07_SAFETY,1450",1.2938472377109949e-05,53572.56717463988,0.02314287198541287,33,,2017-10-27 06:30:00
ABC News,"CRISISLEX_C07_SAFETY,1469",3.423255997830234e-05,20248.184214072317,0.11564274505545735,19,,2015-07-15 20:45:00
ABC News,"CRISISLEX_C07_SAFETY,1651",1.4765347241754226e-05,46944.18419092964,0.022504981101776678,21,,2017-06-16 13:30:00
ABC News,"CRISISLEX_C07_SAFETY,1656",2.9301313960694078e-05,23655.839512513325,0.12234333236304884,26,,2016-06-12 18:15:00
ABC News,"CRISISLEX_C07_SAFETY,1796",2.0561529270902213e-05,33710.87682378067,0.05375362908253489,20,,2015-11-09 21:00:00
ABC News,"CRISISLEX_C07_SAFETY,1983",4.6709182388374236e-05,14839.634202898558,0.10461848174780164,21,,2015-09-07 22:45:00
ABC News,"CRISISLEX_C07_SAFETY,2079",1.1940871263859115e-05,58048.291891217516,0.013889461400162562,20,,2015-12-04 21:15:00
ABC News,"CRISISLEX_C07_SAFETY,2177",5.831583346079938e-05,11886.088896009474,0.2687464298632336,15,,2016-07-08 09:00:00
ABC News,"CRISISLEX_C07_SAFETY,2186",2.598931909390082e-05,26670.46327976377,0.09877432095344996,21,,2015-10-09 09:30:00
ABC News,"CRISISLEX_C07_SAFETY,2524",5.2762049480362327e-05,13137.230023976417,0.23292773331473438,11,,2015-11-19 08:00:00
ABC News,"CRISISLEX_C07_SAFETY,2896",3.529292673851076e-05,19639.832811133805,0.07530095761862843,11,,2016-11-21 09:15:00
ABC News,"CRISISLEX_C07_SAFETY,2913",0.00010216096095497291,6784.853764888209,0.2883933378500918,6,,2018-03-19 15:30:00
ABC News,"CRISISLEX_C07_SAFETY,3105",2.5784821478492244e-05,26881.984858344527,0.04717343167206134,11,,2016-07-14 08:00:00
ABC News,"CRISISLEX_C07_SAFETY,3652",5.104068102304155e-05,13580.28863774436,0.16701998329115397,6,,2015-11-06 10:45:00
ABC News,"CRISISLEX_C07_SAFETY,3810",5.0224735013369645e-05,13800.912645441174,0.10087101223099582,4,,2017-09-19 20:30:00
ABC News,"CRISISLEX_C07_SAFETY,3900",0.0002445713201294813,2834.1310836977054,0.7129671446745776,3,,2018-09-29 01:15:00
ABC News,"CRISISLEX_C07_SAFETY,4738",4.254892540241197e-05,16290.591924576618,0.010415152282506002,5,,2021-10-12 20:15:00
ABC News,"CRISISLEX_C07_SAFETY,671",1.5662788920255394e-05,44254.39071476953,0.06395277101255659,37,,2015-07-30 18:15:00
ABC News,"CRISISLEX_C07_SAFETY,736",1.1208750105586482e-05,61839.82817267718,0.03477141565070141,40,,2015-08-24 19:45:00
ABC News,"CRISISLEX_C07_SAFETY,761",1.4045418637531305e-05,49350.410866911436,0.03980067432224754,36,,2016-03-19 16:45:00
ABC News,"CRISISLEX_C07_SAFETY,811",1.3998413838456719e-05,49516.12293785155,0.04771076688692166,38,,2016-01-25 19:15:00
ABC News,"CRISISLEX_C07_SAFETY,812",1.3278119648665222e-05,52202.20926610069,0.04397690890206185,48,,2015-09-11 20:00:00
ABC News,"CRISISLEX_C07_SAFETY,869",1.2068249770659144e-05,57435.601162743165,0.04076340525663513,46,,2015-10-10 14:45:00
ABC News,"CRISISLEX_C07_SAFETY,904",2.555530913672106e-05,27123.41208050365,0.09106022196890662,19,,2015-07-14 11:45:00
ABC News,"CRISISLEX_CRISISLEXREC,1128",2.2637354569036668e-05,30619.619374961363,0.059534014820850745,22,,2015-08-09 08:15:00
ABC News,"CRISISLEX_CRISISLEXREC,1271",4.742498696902471e-05,14615.653579676668,0.13138385218950288,24,,2015-09-07 22:45:00
ABC News,"CRISISLEX_CRISISLEXREC,1662",2.7461620282476217e-05,25240.578430190286,0.11235833069029189,20,,2015-07-28 06:15:00
ABC News,"CRISISLEX_CRISISLEXREC,2115",4.757020406925688e-05,14571.036515857715,0.16493746833229572,14,,2016-09-21 19:00:00
ABC News,"CRISISLEX_CRISISLEXREC,2149",1.9731808734139307e-05,35128.41574227737,0.03852500531000835,15,,2015-11-09 22:45:00
ABC News,"CRISISLEX_CRISISLEXREC,2377",1.2020255555468636e-05,57664.928783032134,0.01196496331046304,16,,2015-12-01 01:00:00
ABC News,"CRISISLEX_CRISISLEXREC,2648",1.8562162106237463e-05,37341.94198891444,0.01795554045520542,15,,2017-09-08 12:45:00
ABC News,"CRISISLEX_CRISISLEXREC,2795",6.674840985405608e-05,10384.474807347415,0.3255190996606162,9,,2016-06-23 09:45:00
ABC News,"CRISISLEX_CRISISLEXREC,3034",0.00010637348145653815,6516.165223408147,0.3989140137547079,12,,2016-03-23 14:15:00
ABC News,"CRISISLEX_CRISISLEXREC,3269",3.5896293162146e-05,19309.71472260248,0.11951705535157842,13,,2016-07-10 13:45:00
ABC News,"CRISISLEX_CRISISLEXREC,3403",2.088852443091006e-05,33183.15675444513,0.02185811388283254,8,,2017-04-05 16:00:00
ABC News,"CRISISLEX_CRISISLEXREC,367",1.0284012122508721e-05,67400.46319498662,0.030965765923209543,59,,2015-07-09 14:30:00
ABC News,"CRISISLEX_CRISISLEXREC,3755",0.00010403695309381518,6662.509425231829,0.3963623011645149,9,,2017-02-02 17:00:00
ABC News,"CRISISLEX_CRISISLEXREC,3837",0.0001489706879887933,4652.90984366058,0.9919986936642717,3,,2017-02-02 17:00:00
ABC News,"CRISISLEX_CRISISLEXREC,3884",0.0001508412519639097,4595.209675969726,0.6409909803249554,4,,2016-06-11 14:15:00
ABC News,"CRISISLEX_CRISISLEXREC,4411",0.00013979351750895323,4958.364256880165,0.798667201773383,3,,2016-07-24 23:30:00
ABC News,"CRISISLEX_CRISISLEXREC,443",1.1990259954187296e-05,57809.18705752339,0.045715984456102254,52,,2015-08-07 23:00:00
ABC News,"CRISISLEX_CRISISLEXREC,450",1.0396189573495804e-05,66673.19556456192,0.04075427756013472,52,,2015-08-02 15:45:00
ABC News,"CRISISLEX_CRISISLEXREC,5518",9.06271931333524e-05,7648.3355226507065,0.04954563884660412,4,,2021-04-03 18:30:00
ABC News,"CRISISLEX_CRISISLEXREC,574",1.1177665062569765e-05,62011.80449404068,0.02952825348155741,33,,2015-07-30 22:45:00
ABC News,"CRISISLEX_CRISISLEXREC,594",1.185162773333128e-05,58485.39931865663,0.04597522509408192,48,,2015-07-21 07:30:00
ABC News,"CRISISLEX_CRISISLEXREC,610",1.0487567016491968e-05,66092.2766424237,0.0262423205963902,38,,2015-09-22 20:15:00
ABC News,"CRISISLEX_CRISISLEXREC,709",1.2871448815262705e-05,53851.52755593647,0.04864146620719245,47,,2015-07-28 21:15:00
ABC News,"CRISISLEX_CRISISLEXREC,8074",0.00039986697052087246,1733.4444494303739,0.2499999999999999,3,,2023-02-23 09:30:00
ABC News,"CRISISLEX_CRISISLEXREC,935",1.0185292917882681e-05,68053.73062398256,0.011184119415146965,23,,2016-09-06 08:00:00
ABC News,"CRISISLEX_CRISISLEXREC,958",2.3383180204713117e-05,29642.981600091953,0.10311399272085786,28,,2015-07-27 06:15:00
ABC News,"CRISISLEX_CRISISLEXREC,960",2.634762768322111e-05,26307.76436093942,0.09201763579724664,32,,2016-11-22 22:00:00
ABC News,"CRISISLEX_O01_WEATHER,58",0.00010699737979194025,6478.169670208669,0.45687810494335956,10,,2017-08-04 01:30:00
ABC News,"CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,391",0.00021453180323183303,3230.9763406542493,1.0,2,,2018-08-04 19:00:00
ABC News,"CRISISLEX_O02_RESPONSEAGENCIESATCRISIS,863",8.45342779954698e-05,8199.598991039955,0.2948703717962454,4,,2016-04-20 22:30:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,201",3.59887809995596e-05,19260.090542339498,0.09147134353882402,10,,2016-08-15 06:30:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,2384",0.0005471863807127725,1266.747866891428,1.0,2,,2021-08-18 14:30:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,486",3.280516114696684e-05,21129.211268149298,0.1236728661386024,15,,2016-03-13 18:30:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,525",3.9940304317115866e-05,17354.57935063621,0.10478108085827831,8,,2016-06-06 17:15:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,701",2.4141107092545276e-05,28712.31952630655,0.04395786224266529,11,,2015-08-28 16:00:00
ABC News,"CRISISLEX_T01_CAUTION_ADVICE,726",3.190845078856453e-05,21722.996993898494,0.10103432241936783,8,,2015-07-17 07:45:00
ABC News,"CRISISLEX_T02_INJURED,1157",2.1843522121670444e-05,31732.390806713825,0.033470372598022546,8,,2016-10-29 21:45:00
ABC News,"CRISISLEX_T02_INJURED,132",2.603143593235285e-05,26627.312544771143,0.11084246858671598,26,,2015-07-09 01:00:00
ABC News,"CRISISLEX_T02_INJURED,1387",2.8147813809881632e-05,24625.258119215196,0.035786551614012674,5,,2016-01-07 01:45:00
ABC News,"CRISISLEX_T02_INJURED,165",3.8879070665829604e-05,17828.285725181824,0.14333276444536525,16,,2016-05-03 22:00:00
ABC News,"CRISISLEX_T02_INJURED,211",4.654092728112125e-05,14893.28255909314,0.138016341834996,11,,2016-05-20 18:30:00
ABC News,"CRISISLEX_T02_INJURED,3034",0.00020233603894102367,3425.722793565124,0.6993794358753964,3,,2016-03-23 14:15:00
