parsed_date,url,headline_from_url,V2Themes,V2Locations,V2Persons,V2Organizations,V2Tone,afinn_tone_score,sentiment_label,vader_sentiment_analysis,vader_tone_score
2020-01-01 04:45:00,https://www.msnbc.com/kasie-dc/watch/republicans-despair-over-2020-house-races-i-think-we-ve-had-such-a-setback-that-it-may-be-a-generation-before-we-have-a-hope-75831365900?cid=public-rss_20200101,republicans despair over 2020 house races i think we ve had such a setback that it may be a generation before we have a hope 75831365900?cid=public rss_20200101,"TAX_FNCACT_WOMEN,37;TAX_POLITICAL_PARTY_REPUBLICAN,14;USPEC_POLITICS_GENERAL1,14;",,,,"0,3.33333333333333,3.33333333333333,6.66666666666667,20,0,27",,,,
2020-01-01 04:45:00,https://www.msnbc.com/kasie-dc/watch/policy-makes-it-much-harder-for-migrants-to-have-their-day-in-court-75832389940?cid=public-rss_20200101,policy makes it much harder for migrants to have their day in court 75832389940?cid=public rss_20200101,"USPEC_POLICY1,48;EPU_POLICY_POLICY,48;AFFECT,172;REFUGEES,172;EPU_CATS_MIGRATION_FEAR_MIGRATION,172;",1#Mexico#MX#MX##23#-102#MX#41;1#Mexico#MX#MX##23#-102#MX#94,"Julia Ainsley,124",,"-14.2857142857143,0,14.2857142857143,14.2857142857143,20,0,29",,,,
2020-01-01 05:45:00,https://www.msnbc.com/the-last-word/watch/watch-rep-katie-porter-s-master-class-in-congressional-hearings-75920965612,watch rep katie porter s master class in congressional hearings 75920965612,"TAX_POLITICAL_PARTY_DEMOCRAT,52;USPEC_POLITICS_GENERAL1,52;TAX_FNCACT_PORTER,70;",,"Katie Porter,70;Lawrence Odonnell,17",,"3.7037037037037,3.7037037037037,0,3.7037037037037,14.8148148148148,0,22",,,,
2020-01-01 15:00:00,https://www.msnbc.com/katy-tur/watch/seattle-schools-won-t-allow-unvaccinated-students-back-75903045965,seattle schools won t allow unvaccinated students back 75903045965,"TAX_WORLDMAMMALS_TUR,130;BAN,23;TAX_FNCACT_STUDENTS,36;HEALTH_VACCINATION,66;WB_642_CHILD_HEALTH,66;WB_1459_IMMUNIZATIONS,66;WB_621_HEALTH_NUTRITION_AND_POPULATION,66;WB_639_REPRODUCTIVE_MATERNAL_AND_CHILD_HEALTH,66;UNGP_HEALTHCARE,66;",,"Joe Fryer,115",,"-3.44827586206897,0,3.44827586206897,3.44827586206897,17.2413793103448,0,24",,,,
2020-01-01 16:15:00,https://www.msnbc.com/msnbc/watch/officials-blame-climate-change-as-deadly-fires-continue-to-rage-through-australia-75928645722,officials blame climate change as deadly fires continue to rage through australia 75928645722,"NATURAL_DISASTER_WILDFIRES,107;CRISISLEX_T01_CAUTION_ADVICE,107;CRISISLEX_CRISISLEXREC,82;KILL,146;CRISISLEX_T02_INJURED,146;CRISISLEX_T03_DEAD,146;",1#Australia#AS#AS##-25#135#AS#9,,,"-10.8108108108108,0,10.8108108108108,10.8108108108108,18.9189189189189,0,30",,,,
2020-01-01 18:00:00,https://www.msnbc.com/msnbc/watch/u-s-troops-fire-tear-gas-at-protesters-outside-embassy-in-baghdad-75928133599,u s troops fire tear gas at protesters outside embassy in baghdad 75928133599,"PROTEST,64;CRISISLEX_C07_SAFETY,13;SECURITY_SERVICES,20;ARMEDCONFLICT,20;WB_2468_CONVENTIONAL_WAR,20;WB_2433_CONFLICT_AND_VIOLENCE,20;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,20;WB_2462_POLITICAL_VIOLENCE_AND_WAR,20;VIOLENT_UNREST,35;TAX_WEAPONS_TEAR_GAS,35;TAX_ETHNICITY_AMERICAN,115;","4#Baghdad, Baghdad, Iraq#IZ#IZ07#36785#33.3386#44.3939#-3103581#143;1#Iraqi#IZ#IZ##33#44#IZ#53",,"American Embassy,123","-13.3333333333333,0,13.3333333333333,13.3333333333333,23.3333333333333,0,26",,,,
2020-01-01 18:45:00,http://www.msnbc.com/msnbc/watch/u-s-troops-fire-tear-gas-at-protesters-outside-embassy-in-baghdad-75928133599,u s troops fire tear gas at protesters outside embassy in baghdad 75928133599,"PROTEST,64;CRISISLEX_C07_SAFETY,13;SECURITY_SERVICES,20;ARMEDCONFLICT,20;WB_2468_CONVENTIONAL_WAR,20;WB_2433_CONFLICT_AND_VIOLENCE,20;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,20;WB_2462_POLITICAL_VIOLENCE_AND_WAR,20;VIOLENT_UNREST,35;TAX_WEAPONS_TEAR_GAS,35;TAX_ETHNICITY_AMERICAN,115;","4#Baghdad, Baghdad, Iraq#IZ#IZ07#36785#33.3386#44.3939#-3103581#143;1#Iraqi#IZ#IZ##33#44#IZ#53",,"American Embassy,123","-13.3333333333333,0,13.3333333333333,13.3333333333333,23.3333333333333,0,26",,,,
2020-01-01 23:30:00,http://www.msnbc.com/all-in/watch/jane-fonda-on-how-greta-thunberg-inspires-her-75933253820,jane fonda on how greta thunberg inspires her 75933253820,"PROTEST,18;MOVEMENT_GENERAL,18;TAX_FNCACT_ACTIVIST,18;ENV_CLIMATECHANGE,161;WB_567_CLIMATE_CHANGE,161;CRISISLEX_CRISISLEXREC,161;UNGP_CLIMATE_CHANGE_ACTION,161;UNGP_FORESTS_RIVERS_OCEANS,154;TAX_WORLDMAMMALS_DRILL,138;",,"Chris Hayes,47;Jane Fonda,29;Greta Thunberg,66",,"0,3.125,3.125,6.25,15.625,0,26",,,,
2020-01-02 05:45:00,https://www.msnbc.com/all-in/watch/-this-is-global-and-this-is-immediate-jane-fonda-on-the-climate-crisis-today-75934277840, this is global and this is immediate jane fonda on the climate crisis today 75934277840,"CRISISLEX_CRISISLEXREC,38;MOVEMENT_GENERAL,76;ENV_CLIMATECHANGE,38;UNGP_CLIMATE_CHANGE_ACTION,38;UNGP_FORESTS_RIVERS_OCEANS,31;",,"Jane Fonda,10",,"-2.85714285714286,0,2.85714285714286,2.85714285714286,11.4285714285714,0,30",,,,
2020-01-02 13:45:00,http://www.msnbc.com/rachel-maddow-show/game-changer-report-jolts-debate-over-senate-impeachment-trial,game changer report jolts debate over senate impeachment trial,"LEADER,78;LEADER,782;LEADER,1824;LEADER,3075;LEADER,3417;LEADER,3648;LEADER,3889;LEADER,4257;TAX_FNCACT_PRESIDENT,78;TAX_FNCACT_PRESIDENT,782;TAX_FNCACT_PRESIDENT,1824;TAX_FNCACT_PRESIDENT,3075;TAX_FNCACT_PRESIDENT,3417;TAX_FNCACT_PRESIDENT,3648;TAX_FNCACT_PRESIDENT,3889;TAX_FNCACT_PRESIDENT,4257;USPEC_POLITICS_GENERAL1,78;USPEC_POLITICS_GENERAL1,782;USPEC_POLITICS_GENERAL1,1824;USPEC_POLITICS_GENERAL1,3075;USPEC_POLITICS_GENERAL1,3417;USPEC_POLITICS_GENERAL1,3648;USPEC_POLITICS_GENERAL1,3889;USPEC_POLITICS_GENERAL1,4257;EPU_POLICY_POLITICAL,237;EPU_POLICY_POLITICAL,2187;TAX_FNCACT_ADVISERS,524;IMPEACHMENT,22;IMPEACHMENT,2609;IMPEACHMENT,3228;IMPEACHMENT,4034;IMPEACHMENT,4835;IMPEACHMENT,5396;TAX_FNCACT_SECRETARY,599;TAX_FNCACT_SECRETARY,630;","2#New York, United States#US#USNY##42.1497#-74.9384#NY#256;2#New York, United States#US#USNY##42.1497#-74.9384#NY#2799;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#395;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#999;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1540;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1934;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#2926;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#4812;1#Ukraine#UP#UP##49#32#UP#457;1#Ukraine#UP#UP##49#32#UP#1584;1#Ukraine#UP#UP##49#32#UP#1703;1#Ukraine#UP#UP##49#32#UP#2934;1#American#US#US##39.828175#-98.5795#US#4448;2#Maine, United States#US#USME##44.6074#-69.3977#ME#4878;2#Maine, United States#US#USME##44.6074#-69.3977#ME#5035;1#United States#US#US##39.828175#-98.5795#US#885;1#United States#US#US##39.828175#-98.5795#US#4116;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#4101","Robert Blair,1656;Lisa Murkowski R-Alaska,4671;Michael Duffey,2173;Donald Trump,38;Doug Jones D-Ala,4149;Elaine Mccusker,2118;Mitch Mcconnell,4736;Mitch Mcconnell,5695;Mitch Mcconnell,5866;Susan Collins R-Maine,4878;Mike Pompeo,651;Richard Blumenthal D-Conn,5543","Senate Republicans,4596;Senate Republicans,5286;Msnbc,1471;White House,395;White House,999;White House,1540;White House,1934;White House,2926;White House,4812;Senate Minority Leader Chuck Schumer,2671;White House Office Of Management,1955;Justice Department,1024;Team Trump,1795;Oval Office,755;United States,885;United States,4116;Senate Majority Leader Mitch Mcconnell R-Ky,4741;New York Times,262;Senate Democrats,3818;Office Of Management,945;Office Of Management,1955","-2.29083665338645,2.49003984063745,4.7808764940239,7.27091633466136,22.5099601593625,0.697211155378486,910",,,,
2020-01-02 14:15:00,http://www.msnbc.com/morning-joe/watch/us-sends-troops-to-mideast-after-attack-75944517692,us sends troops to mideast after attack 75944517692,"PROTEST,96;TAX_FNCACT_SECRETARY,162;MILITARY,47;TAX_MILITARY_TITLE_SOLDIERS,47;TAX_FNCACT_SOLDIERS,47;","4#Baghdad, Baghdad, Iraq#IZ#IZ07#36785#33.3386#44.3939#-3103581#136;1#United States#US#US##39.828175#-98.5795#US#17","Mark Esper,173","United States,17","-5.12820512820513,0,5.12820512820513,5.12820512820513,20.5128205128205,0,35",,,,
2020-01-02 14:15:00,http://www.msnbc.com/morning-joe/watch/bernie-sanders-raises-34-5m-in-fourth-quarter-75944005698,bernie sanders raises 34 5m in fourth quarter 75944005698,"DEMOCRACY,13;TAX_FNCACT_CANDIDATE,23;",,"Pete Buttigieg,144;Bernie Sanders,45",,"0,0,0,0,18.4210526315789,0,29",,,,
2020-01-02 14:45:00,https://www.msnbc.com/morning-joe/watch/us-sends-troops-to-mideast-after-attack-75944517692,us sends troops to mideast after attack 75944517692,"PROTEST,96;TAX_FNCACT_SECRETARY,162;MILITARY,47;TAX_MILITARY_TITLE_SOLDIERS,47;TAX_FNCACT_SOLDIERS,47;","4#Baghdad, Baghdad, Iraq#IZ#IZ07#36785#33.3386#44.3939#-3103581#136;1#United States#US#US##39.828175#-98.5795#US#17","Mark Esper,173","United States,17","-5.12820512820513,0,5.12820512820513,5.12820512820513,20.5128205128205,0,35",,,,
2020-01-02 16:45:00,http://www.msnbc.com/rachel-maddow-show/even-trumps-handpicked-scientists-balk-his-approach-science,even trumps handpicked scientists balk his approach science,"EDUCATION,1665;SOC_POINTSOFINTEREST_SCHOOL,1665;TAX_FNCACT_ADVISERS,1328;EPU_ECONOMY_HISTORIC,268;TAKE_OFFICE,55;DELAY,2900;TAX_WORLDLANGUAGES_KANSAS,3091;WB_635_PUBLIC_HEALTH,2527;TAX_FNCACT_APPOINTEES,2261;ECON_WORLDCURRENCIES_DOLLARS,3273;EPU_POLICY_REGULATORY,2346;CRISISLEX_C04_LOGISTICS_TRANSPORT,3251;WB_1698_COAL_MINING,2584;WB_507_ENERGY_AND_EXTRACTIVES,2584;WB_895_MINING_SYSTEMS,2584;LEADER,626;LEADER,2666;TAX_FNCACT_PRESIDENT,626;TAX_FNCACT_PRESIDENT,2666;USPEC_POLITICS_GENERAL1,626;USPEC_POLITICS_GENERAL1,2666;WB_959_CLIMATE_CHANGE_LAW,3374;USPEC_POLICY1,715;USPEC_POLICY1,945;USPEC_POLICY1,1180;AGRICULTURE,3142;EPU_POLICY_GOVERNMENT,2287;EPU_POLICY_GOVERNMENT,3477;TAX_FNCACT_DIRECTOR,3331;TAX_FNCACT_PROFESSOR,1675;EPU_POLICY_POLITICAL,2250;ENV_OIL,2561;WB_1383_HEALTH_MANAGEMENT_AND_ADMINISTRATION,1180;WB_973_HEALTH_LAWS_AND_REGULATIONS,1180;WB_621_HEALTH_NUTRITION_AND_POPULATION,1180;WB_1385_GOVERNANCE_AND_STEWARDSHIP,1180;ENV_MINING,2584;EPU_POLICY_POLICY,1830;USPEC_UNCERTAINTY1,2535;TAX_FNCACT_EMPLOYEES,3241;ENV_CLIMATECHANGE,2648;ENV_CLIMATECHANGE,3370;WB_567_CLIMATE_CHANGE,2648;WB_567_CLIMATE_CHANGE,3370;CRISISLEX_CRISISLEXREC,2648;CRISISLEX_CRISISLEXREC,3370;UNGP_CLIMATE_CHANGE_ACTION,2648;UNGP_CLIMATE_CHANGE_ACTION,3370;GENERAL_HEALTH,1168;GENERAL_HEALTH,2527;MEDICAL,1168;MEDICAL,2527;EPU_CATS_REGULATION,164;EPU_CATS_REGULATION,353;EPU_CATS_REGULATION,1395;TAX_FNCACT_WOMEN,2888;APPOINTMENT,1485;SOC_POINTSOFINTEREST_UNIVERSITY,3397;GENERAL_GOVERNMENT,1967;EPU_POLICY_REGULATION,1018;SCIENCE,752;SCIENCE,2160;SCIENCE,2752;SCIENCE,3174;TAX_FNCACT_SCHOLARS,206;LEGISLATION,1658;LEGISLATION,3374;EPU_POLICY_LAW,1658;EPU_POLICY_LAW,3374;EPU_POLICY_WHITE_HOUSE,437;ENV_WATERWAYS,1031;WB_1805_WATERWAYS,1031;WB_135_TRANSPORT,1031;WB_1803_TRANSPORT_INFRASTRUCTURE,1031;UNGP_FORESTS_RIVERS_OCEANS,703;UNGP_FORESTS_RIVERS_OCEANS,812;ENV_COAL,2577;NATURAL_DISASTER_EROSION,2741;","2#New York, United States#US#USNY##42.1497#-74.9384#NY#458;2#New York, United States#US#USNY##42.1497#-74.9384#NY#2050;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#437;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#2817;3#Columbia University, New York, United States#US#USNY#NY061#40.809#-73.9613#947193#3397;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#1196;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#2952","Donald Trump,32;Timesquoted Michael Gerrard,3320;Patrick Parenteau,1642","Vermont Law School,1665;New York Times,2056;Climate Change Law At Columbia University,3397;White House,437;Environmental Protection Agency Scientific Advisory Board,856;Team Trump,338;Sabin Center,3351","-4.29338103756708,1.25223613595707,5.54561717352415,6.79785330948122,20.2146690518784,0.35778175313059,517",,,,
2020-01-02 18:00:00,https://www.msnbc.com/andrea-mitchell-reports/watch/esper-u-s-could-take-preemptive-action-if-iran-prepares-additional-attacks-75956293528,esper u s could take preemptive action if iran prepares additional attacks 75956293528,"TAX_ETHNICITY_AMERICAN,156;TAX_FNCACT_SECRETARY,9;",1#Iran#IR#IR##32#53#IR#114;1#American#US#US##39.828175#-98.5795#US#156;1#United States#US#US##39.828175#-98.5795#US#61,"Mark Esper,31","United States,61","-5.88235294117647,0,5.88235294117647,5.88235294117647,17.6470588235294,0,30",,,,
2020-01-02 19:00:00,http://www.msnbc.com/andrea-mitchell-reports/watch/esper-u-s-could-take-preemptive-action-if-iran-prepares-additional-attacks-75956293528,esper u s could take preemptive action if iran prepares additional attacks 75956293528,"TAX_ETHNICITY_AMERICAN,156;TAX_FNCACT_SECRETARY,9;",1#Iran#IR#IR##32#53#IR#114;1#American#US#US##39.828175#-98.5795#US#156;1#United States#US#US##39.828175#-98.5795#US#61,"Mark Esper,31","United States,61","-5.88235294117647,0,5.88235294117647,5.88235294117647,17.6470588235294,0,30",,,,
2020-01-02 19:00:00,http://www.msnbc.com/stephanie-ruhle/watch/nyt-dems-highlight-different-reality-facing-middle-class-despite-strong-market-75951173551,nyt dems highlight different reality facing middle class despite strong market 75951173551,"LEADER,196;TAX_FNCACT_PRESIDENT,196;USPEC_POLITICS_GENERAL1,196;TAX_ETHNICITY_AMERICANS,80;TAX_FNCACT_POLITICO,90;ECON_MIDDLECLASS,70;WB_695_POVERTY,70;WB_1153_MIDDLE_CLASS,70;WB_1152_ECONOMIC_AND_SOCIAL_MOBILITY,70;WB_707_POVERTY_MEASUREMENT_AND_ANALYSIS,70;","2#New York, United States#US#USNY##42.1497#-74.9384#NY#115;1#Americans#US#US##39.828175#-98.5795#US#80","Stephanie Ruhle,155;Jeremy Peters,134;Ben White,100",,"4.08163265306122,4.08163265306122,0,4.08163265306122,18.3673469387755,0,40",,,,
2020-01-02 19:00:00,http://www.msnbc.com/politicsnation/watch/author-kk-ottesen-talks-new-book-activist-portraits-of-courage-75954757734,author kk ottesen talks new book activist portraits of courage 75954757734,"PROTEST,15;MOVEMENT_GENERAL,15;TAX_FNCACT_ACTIVISTS,15;",,,,"5.55555555555556,5.55555555555556,0,5.55555555555556,16.6666666666667,0,13",,,,
2020-01-02 19:00:00,http://www.msnbc.com/rachel-maddow-show/thursdays-campaign-round-1220,thursdays campaign round 1220,"TAX_FNCACT_CANDIDATES,249;TAX_FNCACT_CANDIDATES,908;TAX_FNCACT_CANDIDATES,1079;EPU_POLICY_CONGRESSIONAL,1631;TAX_FNCACT_CANDIDATE,137;TAX_FNCACT_CANDIDATE,337;TAX_FNCACT_CANDIDATE,855;TAX_FNCACT_CANDIDATE,1413;TAX_FNCACT_CANDIDATE,1678;TAX_FNCACT_CANDIDATE,2115;TAX_FNCACT_VICE_PRESIDENT,1758;GENERAL_HEALTH,1228;GENERAL_HEALTH,1484;MEDICAL,1228;MEDICAL,1484;CRISISLEX_C03_WELLBEING_HEALTH,1228;CRISISLEX_C03_WELLBEING_HEALTH,1484;TAX_FNCACT_PRESS_SECRETARY,2208;MEDIA_MSM,2063;TAX_FNCACT_NOMINEE,2318;TAX_FNCACT_NOMINEE,2407;TAX_POLITICAL_PARTY_DEMOCRATS,2086;TAX_FNCACT_PHYSICIANS,1258;TAX_FNCACT_SENATOR,735;TAX_FNCACT_SENATOR,1286;TAX_DISEASE_HEART_ATTACK,1176;CRISISLEX_CRISISLEXREC,1176;TAX_POLITICAL_PARTY_REPUBLICAN,522;IMPEACHMENT,546;TAX_FNCACT_MANAGERS,1966;TAX_FNCACT_PRESIDENT,1758;TAX_FNCACT_PRESIDENT,2287;TAX_FNCACT_PRESIDENT,2379;TAX_FNCACT_INCUMBENT,2143;USPEC_POLITICS_GENERAL1,269;TAX_WORLDMAMMALS_FOX,2249;LEADER,974;TAX_FNCACT_MAYOR,974;TAX_FNCACT_AIDES,444;TAX_FNCACT_SECRETARY,95;TAX_FNCACT_SECRETARY,2208;","2#Iowa, United States#US#USIA##42.0046#-93.214#IA#1574;2#Iowa, United States#US#USIA##42.0046#-93.214#IA#1617;2#Iowa, United States#US#USIA##42.0046#-93.214#IA#2552;2#Vermont, United States#US#USVT##44.0407#-72.7093#VT#727;2#New Hampshire, United States#US#USNH##43.4108#-71.5653#NH#2053","Marco Rubio,2470;Donald Trump,381;Cory Booker,1895;Elizabeth Warren,1881;Corey Lewandowski,1928;Bernie Sander,1192;Joe Biden,1731;John Kasich,2492;Kayleigh Mcenany,2186;Barack Obama,563;Julian Castro,109;Pete Buttigieg,989;Jeanne Shaheen,2163;Andrew Yang,1041;Abby Finkenauer D-Iowa,1574;Ted Cruz,2429",,"1.36363636363636,3.18181818181818,1.81818181818182,5,20,0.454545454545455,396",,,,
2020-01-02 19:30:00,http://www.msnbc.com/rachel-maddow-show/new-evidence-suggests-trumps-tariff-gambit-backfired,new evidence suggests trumps tariff gambit backfired,"GENERAL_GOVERNMENT,410;EPU_POLICY_GOVERNMENT,410;EPU_CATS_TRADE_POLICY,644;EPU_POLICY_FEDERAL_RESERVE,761;EPU_CATS_MONETARY_POLICY,761;ARMEDCONFLICT,41;EPU_CATS_NATIONAL_SECURITY,41;TAX_FNCACT_ECONOMISTS,951;CRISISLEX_T11_UPDATESSYMPATHY,2185;CRISISLEX_T11_UPDATESSYMPATHY,2431;TAX_ETHNICITY_AMERICANS,1947;WB_1921_PRIVATE_SECTOR_DEVELOPMENT,873;WB_1921_PRIVATE_SECTOR_DEVELOPMENT,1062;WB_1921_PRIVATE_SECTOR_DEVELOPMENT,1385;WB_346_COMPETITIVE_INDUSTRIES,873;WB_346_COMPETITIVE_INDUSTRIES,1062;WB_346_COMPETITIVE_INDUSTRIES,1385;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,873;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,1062;WB_818_INDUSTRY_POLICY_AND_REAL_SECTORS,1385;WB_1281_MANUFACTURING,873;WB_1281_MANUFACTURING,1062;WB_1281_MANUFACTURING,1385;USPEC_POLICY1,210;USPEC_POLICY1,487;EPU_POLICY_POLICY,210;EPU_POLICY_POLICY,487;ECON_TRADE_DISPUTE,41;WB_2670_JOBS,274;WB_1467_EDUCATION_FOR_ALL,274;WB_470_EDUCATION,274;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,274;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,274;TAX_ETHNICITY_AMERICAN,269;WB_696_PUBLIC_SECTOR_MANAGEMENT,242;WB_713_PUBLIC_FINANCE,242;WB_1045_TREASURY,242;EPU_ECONOMY,306;EPU_ECONOMY,1762;EPU_ECONOMY,2016;EPU_ECONOMY,2172;EPU_ECONOMY,2422;EPU_ECONOMY,2453;EPU_ECONOMY_HISTORIC,306;EPU_ECONOMY_HISTORIC,1762;EPU_ECONOMY_HISTORIC,2016;EPU_ECONOMY_HISTORIC,2172;EPU_ECONOMY_HISTORIC,2422;EPU_ECONOMY_HISTORIC,2453;TAX_ECON_PRICE,728;TAX_ECON_PRICE,924;TAX_FNCACT_PRODUCER,917;TAX_POLITICAL_PARTY_REPUBLICAN,173;WB_698_TRADE,37;LEADER,82;LEADER,523;LEADER,600;LEADER,1460;LEADER,2505;TAX_FNCACT_PRESIDENT,82;TAX_FNCACT_PRESIDENT,523;TAX_FNCACT_PRESIDENT,600;TAX_FNCACT_PRESIDENT,1460;TAX_FNCACT_PRESIDENT,2505;USPEC_POLITICS_GENERAL1,82;USPEC_POLITICS_GENERAL1,523;USPEC_POLITICS_GENERAL1,600;USPEC_POLITICS_GENERAL1,1460;USPEC_POLITICS_GENERAL1,2505;WB_471_ECONOMIC_GROWTH,1640;TAX_FNCACT_OFFICIALS,1527;EPU_POLICY_WHITE_HOUSE,1502;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,884;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1151;WB_2689_JOBS_DIAGNOSTICS,884;WB_2689_JOBS_DIAGNOSTICS,1151;WB_2748_EMPLOYMENT,884;WB_2748_EMPLOYMENT,1151;","1#Americans#US#US##39.828175#-98.5795#US#1947;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1502;1#American#US#US##39.828175#-98.5795#US#269","Donald Trump,18;Donald Trump,613;Aaron Flaaen,964;Justin Pierce,980","White House,1502;Federal Reserve,761","-0.934579439252336,4.20560747663551,5.14018691588785,9.34579439252336,27.803738317757,0.934579439252336,389",,,,
2020-01-02 19:30:00,https://www.msnbc.com/stephanie-ruhle/watch/giuliani-would-love-to-represent-trump-at-senate-impeachment-trial-75950661700,giuliani would love to represent trump at senate impeachment trial 75950661700,"MEDIA_MSM,345;TRIAL,38;TAX_FNCACT_LAWYER,38;LEADER,9;TAX_FNCACT_PRESIDENT,9;USPEC_POLITICS_GENERAL1,9;",,"Rudy Giuliani,52",,"4.16666666666667,5.55555555555556,1.38888888888889,6.94444444444444,30.5555555555556,0,59",,,,
2020-01-02 23:00:00,https://www.msnbc.com/craig-melvin/watch/rep-connolly-trump-administration-s-north-korea-policy-is-a-catastrophic-failure-75955269715,rep connolly trump administration s north korea policy is a catastrophic failure 75955269715,"TAX_POLITICAL_PARTY_DEMOCRAT,39;LEADER,11;TAX_FNCACT_CONGRESSMAN,11;USPEC_POLITICS_GENERAL1,11;USPEC_POLICY1,107;EPU_POLICY_POLICY,107;","2#Virginia, United States#US#USVA##37.768#-78.2057#VA#53","Ayman Mohyeldin,77;Gerry Connolly,26",,"0,4,4,8,12,0,22",,,,
2020-01-02 23:15:00,http://www.msnbc.com/ali-velshi/watch/the-super-rich-who-are-willing-to-pay-more-in-taxes-75973189862,the super rich who are willing to pay more in taxes 75973189862,"USPEC_POLICY1,175;EPU_CATS_TAXES,175;WB_695_POVERTY,202;INEQUALITY,202;TAX_ETHNICITY_AMERICANS,129;INCOME_INEQUALITY,202;WB_700_INEQUALITY_AND_SHARED_PROSPERITY,202;WB_2668_INCOME_INEQUALITY,202;TAX_FNCACT_WRITER,45;","2#New Yorker, United States#US#USNY##42.1497#-74.9384#NY#32;1#Americans#US#US##39.828175#-98.5795#US#129","Ali Velshi,10",,"-2.32558139534884,4.65116279069767,6.97674418604651,11.6279069767442,16.2790697674419,0,40",,,,
2020-01-02 23:15:00,http://www.msnbc.com/mtp-daily/watch/sanders-raises-34-5m-in-fourth-quarter-75976773776,sanders raises 34 5m in fourth quarter 75976773776,"TAX_FNCACT_CANDIDATES,96;",,,,"-5.55555555555556,0,5.55555555555556,5.55555555555556,11.1111111111111,0,14",,,,
2020-01-02 23:15:00,http://www.msnbc.com/katy-tur/watch/state-of-emergency-declared-as-australia-fires-rage-on-75978821575,state of emergency declared as australia fires rage on 75978821575,"TAX_WORLDMAMMALS_TUR,149;MEDIA_MSM,134;DISASTER_FIRE,26;","2#New York, United States#US#USNY##42.1497#-74.9384#NY#125;1#Australia#AS#AS##-25#135#AS#9",,,"0,0,0,0,24.2424242424242,0,27",,,,
