parsed_date,url,headline_from_url,V2Themes,V2Locations,V2Persons,V2Organizations,V2Tone
2019-01-01 01:15:00 UTC,https://www.msnbc.com/rachel-maddow/watch/watergate-shows-how-big-things-can-come-from-meager-beginnings-1412771395881,watergate shows how big things can come from meager beginnings 1412771395881,,,"Robert Odle,207","Senate Watergate,143","-2.04081632653061,2.04081632653061,4.08163265306122,6.12244897959184,16.3265306122449,0,43"
2019-01-01 18:30:00 UTC,https://www.msnbc.com/msnbc/watch/brother-speaks-after-paul-whelan-detained-in-russia-on-suspicion-of-spying-1416857155849,brother speaks after paul whelan detained in russia on suspicion of spying 1416857155849,"MEDIA_SOCIAL,355;TAX_WORLDLANGUAGES_RUSSIA,51;TAX_WORLDLANGUAGES_RUSSIA,163;TAX_WORLDLANGUAGES_RUSSIA,372;ARREST,41;ARREST,153;CRISISLEX_C07_SAFETY,41;CRISISLEX_C07_SAFETY,153;TAX_FNCACT_SPY,400;SURVEILLANCE,173;",1#Russia#RS#RS##60#100#RS#51;1#Russia#RS#RS##60#100#RS#163;1#Russia#RS#RS##60#100#RS#372,"Paul Whelan,32;Paul Whelan,136;David Whelan,106","Msnbc,305;Twitter,355","-7.79220779220779,1.2987012987013,9.09090909090909,10.3896103896104,22.0779220779221,0,69"
2019-01-01 18:45:00 UTC,http://www.msnbc.com/stephanie-ruhle/watch/outgoing-members-of-congress-give-advice-to-freshman-class-1416697923861,outgoing members of congress give advice to freshman class 1416697923861,"TAX_FNCACT_SPEAKER,212;GENERAL_GOVERNMENT,28;GENERAL_GOVERNMENT,100;USPEC_POLITICS_GENERAL1,28;USPEC_POLITICS_GENERAL1,100;EPU_POLICY_CONGRESS,28;EPU_POLICY_CONGRESS,100;TAKE_OFFICE,131;",,"Alexandra Pelosi,231;Chris Jansing,334",,"2.98507462686567,2.98507462686567,0,2.98507462686567,20.8955223880597,0,59"
2019-01-02 13:30:00 UTC,http://www.msnbc.com/morning-joe/watch/dems-have-chance-to-look-responsible-says-rep-ryan-1417623107514,dems have chance to look responsible says rep ryan 1417623107514,"LEADER,151;TAX_FNCACT_PRESIDENT,151;USPEC_POLITICS_GENERAL1,151;NEGOTIATIONS,132;BORDER,165;",,"Tim Ryan,86;Nancy Pelosi,252",,"-1.81818181818182,0,1.81818181818182,1.81818181818182,20,0,41"
2019-01-02 13:30:00 UTC,http://www.msnbc.com/morning-joe/watch/romney-delivers-harsh-critique-of-trump-in-op-ed-1417580611515,romney delivers harsh critique of trump in op ed 1417580611515,"LEADER,223;TAX_FNCACT_PRESIDENT,223;TAX_POLITICAL_PARTY_REPUBLICAN,118;USPEC_POLITICS_GENERAL1,118;TAKE_OFFICE,93;TAX_FNCACT_SENATOR,126;","2#Utah, United States#US#USUT##40.1135#-111.854#UT#136;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#179","Mitt Romney,150",,"-4,0,4,4,12,0,43"
2019-01-02 13:30:00 UTC,http://www.msnbc.com/morning-joe/watch/allies-revise-wall-pledge-but-trump-s-campaign-words-remain-1417577539716,allies revise wall pledge but trump s campaign words remain 1417577539716,"LEADER,93;LEADER,251;TAX_FNCACT_PRESIDENT,93;TAX_FNCACT_PRESIDENT,251;USPEC_POLITICS_GENERAL1,93;USPEC_POLITICS_GENERAL1,251;TAX_FNCACT_AIDES,171;BORDER,154;",,,,"2,6,4,10,28,0,40"
2019-01-02 14:30:00 UTC,https://www.msnbc.com/morning-joe/watch/allies-revise-wall-pledge-but-trump-s-campaign-words-remain-1417577539716,allies revise wall pledge but trump s campaign words remain 1417577539716,"LEADER,93;LEADER,251;TAX_FNCACT_PRESIDENT,93;TAX_FNCACT_PRESIDENT,251;USPEC_POLITICS_GENERAL1,93;USPEC_POLITICS_GENERAL1,251;TAX_FNCACT_AIDES,171;BORDER,154;",,,,"2,6,4,10,28,0,40"
2019-01-02 14:30:00 UTC,https://www.msnbc.com/morning-joe/watch/romney-delivers-harsh-critique-of-trump-in-op-ed-1417580611515,romney delivers harsh critique of trump in op ed 1417580611515,"LEADER,223;TAX_FNCACT_PRESIDENT,223;TAX_POLITICAL_PARTY_REPUBLICAN,118;USPEC_POLITICS_GENERAL1,118;TAKE_OFFICE,93;TAX_FNCACT_SENATOR,126;","2#Utah, United States#US#USUT##40.1135#-111.854#UT#136;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#179","Mitt Romney,150",,"-4,0,4,4,12,0,43"
2019-01-02 14:30:00 UTC,https://www.msnbc.com/morning-joe/watch/does-elizabeth-warren-match-the-moment-1417611843881,does elizabeth warren match the moment 1417611843881,"TAX_FNCACT_CANDIDATE,131;EPU_POLICY_WHITE_HOUSE,171;","3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#171","Elizabeth Warren,21;Elizabeth Warren,98","White House,171","0,0,0,0,25,0,39"
2019-01-02 17:45:00 UTC,http://www.msnbc.com/morning-joe/watch/inside-life-as-an-nfl-starting-quarterback-1417749571830,inside life as an nfl starting quarterback 1417749571830,"TAX_FNCACT_AUTHOR,68;",,"John Feinstein,83",,"0,0,0,0,13.5135135135135,0,31"
2019-01-02 17:45:00 UTC,http://www.msnbc.com/stephanie-ruhle/watch/u-s-bishops-to-meet-in-retreat-dedicated-to-sex-abuse-crisis-1417736771523,u s bishops to meet in retreat dedicated to sex abuse crisis 1417736771523,"CRISISLEX_CRISISLEXREC,143;RAPE,54;RAPE,136;TAX_FNCACT_BISHOPS,12;TAX_FNCACT_BISHOPS,93;",,"Anne Thompson,221;Chris Jansing,241",,"-10.2040816326531,0,10.2040816326531,10.2040816326531,18.3673469387755,0,38"
2019-01-02 17:45:00 UTC,http://www.msnbc.com/stephanie-ruhle/watch/wedding-ring-returned-on-christmas-goodnewsruhles-1417744451784,wedding ring returned on christmas goodnewsruhles 1417744451784,"TAX_FNCACT_WOMEN,352;TAX_FNCACT_WOMAN,76;TAX_FNCACT_WOMAN,234;","3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#90","Chris Jansing,329","Walmart,303","-1.42857142857143,0,1.42857142857143,1.42857142857143,21.4285714285714,0,64"
2019-01-02 17:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/romney-trump-has-not-risen-the-mantle-the-office,romney trump has not risen the mantle the office,"IDEOLOGY,183;TAX_FNCACT_SENATORS,3378;TAX_POLITICAL_PARTY_REPUBLICANS,1975;TAX_POLITICAL_PARTY_REPUBLICANS,2485;TAX_POLITICAL_PARTY_REPUBLICANS,3612;TAX_WORLDLANGUAGES_MASSACHUSETTS,389;EPU_POLICY_POLITICAL,106;WB_2670_JOBS,3810;WB_696_PUBLIC_SECTOR_MANAGEMENT,3810;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,3810;WB_723_PUBLIC_ADMINISTRATION,3810;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,3810;LEADER,372;TAX_FNCACT_GOVERNOR,372;DISCRIMINATION_IMMIGRATION_ANTIIMMIGRANT,3061;TAX_FNCACT_NOMINEE,1835;USPEC_POLICY1,2677;EPU_POLICY_POLICY,2677;ELECTION,745;TAX_ETHNICITY_AMERICAN,886;TAX_FNCACT_SENATOR,399;TAX_FNCACT_SENATOR,502;TAX_FNCACT_SENATOR,1534;TAX_FNCACT_SENATOR,2155;USPEC_POLITICS_GENERAL1,399;USPEC_POLITICS_GENERAL1,502;USPEC_POLITICS_GENERAL1,1534;USPEC_POLITICS_GENERAL1,2155;TAX_FNCACT_SECRETARY_OF_STATE,1003;USPEC_UNCERTAINTY1,1674;TAX_WORLDFISH_SUCKERS,905;TAX_POLITICAL_PARTY_REPUBLICAN,494;TAX_POLITICAL_PARTY_REPUBLICAN,1526;TAX_POLITICAL_PARTY_REPUBLICAN,1768;TAX_POLITICAL_PARTY_REPUBLICAN,2147;EDUCATION,846;SOC_POINTSOFINTEREST_UNIVERSITY,846;CORRUPTION,2640;DEMOCRACY,3101;TAX_FNCACT_PRESIDENT,1316;TAX_FNCACT_PRESIDENT,1421;TAX_FNCACT_PRESIDENT,2212;TAX_FNCACT_PRESIDENT,2521;TAX_FNCACT_PRESIDENT,2629;TAX_FNCACT_PRESIDENT,3424;TAKE_OFFICE,548;SCANDAL,3645;TAX_FNCACT_CRITIC,1194;EPU_POLICY_WHITE_HOUSE,1407;TAX_FNCACT_SECRETARY,994;","3#Capitol Hill, District Of Columbia, United States#US#USDC#DC001#38.889#-77.0003#529313#3788;3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#1407;2#Massachusetts, United States#US#USMA##42.2373#-71.5314#MA#389;1#American#US#US##39.828175#-98.5795#US#886;2#Utah, United States#US#USUT##40.1135#-111.854#UT#407;2#Utah, United States#US#USUT##40.1135#-111.854#UT#1163;2#Utah, United States#US#USUT##40.1135#-111.854#UT#1544;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#1570;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#2857;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#268","Bob Corker,3364;Donald Trump,611;Donald Trump,760;Donald Trump,1329;Donald Trump,1731;Mitt Romney,35;Mitt Romney,1226;Jeff Flake,3351","White House,1407;Trump University,846","-5.48780487804878,2.13414634146341,7.6219512195122,9.75609756097561,20.5792682926829,0.304878048780488,590"
2019-01-02 17:45:00 UTC,http://www.msnbc.com/rachel-maddow-show/wednesdays-campaign-round-1219,wednesdays campaign round 1219,"TAX_POLITICAL_PARTY_REPUBLICANS,1762;EPU_POLICY_CONGRESSIONAL,1472;CRISISLEX_C07_SAFETY,1536;CRISISLEX_C07_SAFETY,1619;TAX_FNCACT_LEADERS,1960;TAX_ETHNICITY_SIOUX,166;TAX_WORLDLANGUAGES_SIOUX,166;LEADER,1513;TAX_FNCACT_GOVERNOR,1513;TAX_FNCACT_EXAMINER,1047;TAX_POLITICAL_PARTY_DEMOCRAT,1699;UNGP_FORESTS_RIVERS_OCEANS,516;TAX_FNCACT_SENATOR,265;USPEC_POLITICS_GENERAL1,265;TAX_POLITICAL_PARTY_REPUBLICAN,901;TAX_POLITICAL_PARTY_REPUBLICAN,1079;CRISISLEX_CRISISLEXREC,523;DEMOCRACY,1880;DEMOCRACY,1938;TAX_FNCACT_FELONS,590;TAX_FNCACT_PRINCIPAL,487;ELECTION,1481;ELECTION,1545;ELECTION,1589;TAX_FNCACT_INCUMBENT,1292;LEGISLATION,666;EPU_POLICY_LAW,666;ENV_CLIMATECHANGE,523;UNGP_CLIMATE_CHANGE_ACTION,523;TAX_FNCACT_OFFICIAL,1561;","3#Capitol Hill, District Of Columbia, United States#US#USDC#DC001#38.889#-77.0003#529313#796;2#Iowa, United States#US#USIA##42.0046#-93.214#IA#119;3#Des Moines, Iowa, United States#US#USIA#IA153#41.6005#-93.6091#465961#229;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1635;3#Sioux City, Iowa, United States#US#USIA#IA193#42.5#-96.4003#461653#171;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#326;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#1023;2#Floridians, United States#US#USFL##27.8333#-81.717#FL#568;3#Storm Lake, Iowa, United States#US#USIA#IA021#42.6411#-95.2097#462017#199;2#Maine, United States#US#USME##44.6074#-69.3977#ME#1391","Paul Lepage,1408;Simcha Felder,1662;Donald Trump,883;Jay Inslee,357","Republican National Committee,1098","-1.23456790123457,2.77777777777778,4.01234567901235,6.79012345679012,22.8395061728395,0,301"
2019-01-02 21:30:00 UTC,http://www.msnbc.com/andrea-mitchell-reports/watch/mitt-romney-takes-on-president-trump-1417923651630,mitt romney takes on president trump 1417923651630,"LEADER,30;LEADER,168;TAX_FNCACT_PRESIDENT,30;TAX_FNCACT_PRESIDENT,168;USPEC_POLITICS_GENERAL1,30;USPEC_POLITICS_GENERAL1,168;TAX_FNCACT_ADVISER,227;",,"Andrea Mitchell,266;Mike Murphy,203;Mitt Romney,11;Mitt Romney,123;Mitt Romney,242",,"-2,0,2,2,14,0,42"
2019-01-02 21:30:00 UTC,http://www.msnbc.com/velshi-ruhle/watch/foreign-ministry-grants-consular-access-to-arrested-american-in-russia-1417979459569,foreign ministry grants consular access to arrested american in russia 1417979459569,"GENERAL_GOVERNMENT,422;EPU_POLICY_GOVERNMENT,422;TAX_FNCACT_UNDERSECRETARY,236;EPU_POLICY_POLITICAL,259;MEDIA_MSM,340;TAX_FNCACT_REPORTER,340;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,316;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,316;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,316;EPU_CATS_NATIONAL_SECURITY,316;WB_678_DIGITAL_GOVERNMENT,109;WB_694_BROADCAST_AND_MEDIA,109;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,109;TAX_ETHNICITY_RUSSIAN,97;TAX_WORLDLANGUAGES_RUSSIAN,97;TAX_FNCACT_AMBASSADOR,278;TAX_FNCACT_OFFICIALS,144;TAX_FNCACT_OFFICIALS,379;EPU_CATS_DEBT_CEILING_GOV_SHUTDOWN,431;ARREST,51;SOC_GENERALCRIME,51;CRISISLEX_C07_SAFETY,51;TAX_ETHNICITY_AMERICAN,60;TAX_ETHNICITY_AMERICAN,123;",1#Russian#RS#RS##60#100#RS#97;1#American#US#US##39.828175#-98.5795#US#60;1#American#US#US##39.828175#-98.5795#US#123,"Chris Jansing,201;Paul Whelan,186;Ken Dilanian,353","Political Affairs Ambassador Wendy Sherman,292;National Security,316","1.35135135135135,4.05405405405405,2.7027027027027,6.75675675675676,22.972972972973,0,66"
2019-01-03 01:00:00 UTC,http://www.msnbc.com/mtp-daily/watch/pelosi-on-government-shutdown-nothing-for-the-wall-1418178627840,pelosi on government shutdown nothing for the wall 1418178627840,"TAX_FNCACT_SPEAKER,94;GENERAL_GOVERNMENT,20;GENERAL_GOVERNMENT,203;EPU_POLICY_GOVERNMENT,20;EPU_POLICY_GOVERNMENT,203;NEGOTIATIONS,180;WB_696_PUBLIC_SECTOR_MANAGEMENT,180;WB_840_JUSTICE,180;WB_2473_DIPLOMACY_AND_NEGOTIATIONS,180;WB_939_NEGOTIATION,180;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,180;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,180;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,180;WB_843_DISPUTE_RESOLUTION,180;WB_2471_PEACEKEEPING,180;EPU_CATS_DEBT_CEILING_GOV_SHUTDOWN,29;",,"Nancy Pelosi,107",,"0,0,0,0,18.9189189189189,0,31"
2019-01-03 01:00:00 UTC,http://www.msnbc.com/hardball/watch/after-white-house-meetings-no-deal-to-end-government-shutdown-1418302019781,after white house meetings no deal to end government shutdown 1418302019781,"TAX_FNCACT_SPEAKER,120;GENERAL_GOVERNMENT,69;GENERAL_GOVERNMENT,204;EPU_POLICY_GOVERNMENT,69;EPU_POLICY_GOVERNMENT,204;LEADER,290;TAX_FNCACT_PRESIDENT,290;DEMOCRACY,243;LEGISLATION,178;USPEC_POLITICS_GENERAL1,178;USPEC_POLICY1,178;EPU_POLICY_LEGISLATION,178;EPU_POLICY_WHITE_HOUSE,17;TAX_FNCACT_LEADER,250;","3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#17","Nancy Pelosi,133","Senate Democratic Leader Chuck Schumer,264;White House,17","-4,0,4,4,28,0,46"
2019-01-03 01:00:00 UTC,http://www.msnbc.com/watch/full-manchin-the-president-is-a-one-person-negotiator-1418197571872,full manchin the president is a one person negotiator 1418197571872,"GENERAL_GOVERNMENT,65;EPU_POLICY_GOVERNMENT,65;IMMIGRATION,134;WB_2670_JOBS,134;WB_2769_JOBS_STRATEGIES,134;WB_2837_IMMIGRATION,134;WB_2836_MIGRATION_POLICIES_AND_JOBS,134;EPU_CATS_MIGRATION_FEAR_MIGRATION,134;EPU_CATS_DEBT_CEILING_GOV_SHUTDOWN,74;",,,,"3.125,3.125,0,3.125,21.875,0,27"
2019-01-03 01:45:00 UTC,https://www.msnbc.com/the-beat-with-ari-melber/watch/trump-destroyed-over-broken-promise-that-mexico-would-fund-wall-1418337859698,trump destroyed over broken promise that mexico would fund wall 1418337859698,"GENERAL_GOVERNMENT,182;EPU_POLICY_GOVERNMENT,182;TAX_ETHNICITY_ARI,83;ARMEDCONFLICT,554;INFO_HOAX,445;CRISISLEX_CRISISLEXREC,15;WB_2670_JOBS,415;WB_696_PUBLIC_SECTOR_MANAGEMENT,415;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,415;WB_723_PUBLIC_ADMINISTRATION,415;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,415;BORDER,191;BORDER,534;",1#Mexico#MX#MX##23#-102#MX#44;1#Mexico#MX#MX##23#-102#MX#265,"Ari Melber,90",,"-2.97029702970297,2.97029702970297,5.94059405940594,8.91089108910891,35.6435643564356,0,89"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/the-beat-with-ari-melber/watch/trump-destroyed-over-broken-promise-that-mexico-would-fund-wall-1418337859698,trump destroyed over broken promise that mexico would fund wall 1418337859698,"GENERAL_GOVERNMENT,182;EPU_POLICY_GOVERNMENT,182;TAX_ETHNICITY_ARI,83;ARMEDCONFLICT,554;INFO_HOAX,445;CRISISLEX_CRISISLEXREC,15;WB_2670_JOBS,415;WB_696_PUBLIC_SECTOR_MANAGEMENT,415;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,415;WB_723_PUBLIC_ADMINISTRATION,415;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,415;BORDER,191;BORDER,534;",1#Mexico#MX#MX##23#-102#MX#44;1#Mexico#MX#MX##23#-102#MX#265,"Ari Melber,90",,"-2.97029702970297,2.97029702970297,5.94059405940594,8.91089108910891,35.6435643564356,0,89"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/all-in/watch/it-s-a-little-late-for-trump-to-be-worried-about-looking-foolish-1418382403936,it s a little late for trump to be worried about looking foolish 1418382403936,"LEADER,91;TAX_FNCACT_PRESIDENT,91;USPEC_POLITICS_GENERAL1,91;",,"Chuck Schumer,137",,"-9.52380952380952,0,9.52380952380952,9.52380952380952,23.8095238095238,0,34"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/all-in/watch/hayes-as-we-enter-2020-race-ignore-the-noise-1418387523555,hayes as we enter 2020 race ignore the noise 1418387523555,,,"Chris Hayes,133",,"-7.69230769230769,0,7.69230769230769,7.69230769230769,28.8461538461538,3.84615384615385,38"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/rachel-maddow/watch/elizabeth-warren-no-to-the-billionaires-funding-politics-1418444867672,elizabeth warren no to the billionaires funding politics 1418444867672,"LEADER,210;TAX_FNCACT_PRESIDENT,210;TAX_POLITICAL_PARTY_DEMOCRATIC_PARTY,331;TAX_FNCACT_SENATOR,88;USPEC_POLITICS_GENERAL1,88;",1#United States#US#US##39.828175#-98.5795#US#291,"Rachel Maddow,242;Elizabeth Warren,16;Elizabeth Warren,105","Democratic Party,331;United States,291","0,1.53846153846154,1.53846153846154,3.07692307692308,12.3076923076923,0,59"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/the-beat-with-ari-melber/watch/romney-adviser-fuels-rumors-of-2020-primary-challenge-to-trump-1418344515593,romney adviser fuels rumors of 2020 primary challenge to trump 1418344515593,"TAX_ETHNICITY_ARI,279;TAX_POLITICAL_PARTY_REPUBLICANS,359;INFO_RUMOR,27;TAX_FNCACT_ADVISER,14;TAX_FNCACT_ADVISER,224;CRISISLEX_CRISISLEXREC,173;TAX_POLITICAL_PARTY_REPUBLICAN,128;USPEC_POLITICS_GENERAL1,128;",,"Mike Murphy,267;John Mccain,253",,"-5.97014925373134,1.49253731343284,7.46268656716418,8.95522388059701,19.4029850746269,0,57"
2019-01-03 04:00:00 UTC,http://www.msnbc.com/rachel-maddow/watch/warren-corruption-makes-trump-an-accelerant-of-inequality-1418445891791,warren corruption makes trump an accelerant of inequality 1418445891791,"LEADER,208;TAX_FNCACT_PRESIDENT,208;TAX_POLITICAL_PARTY_REPUBLICAN,339;TAX_FNCACT_SENATOR,86;USPEC_POLITICS_GENERAL1,86;CORRUPTION,19;CORRUPTION,282;",,"Rachel Maddow,240;Donald Trump,265;Elizabeth Warren,103",,"-3.57142857142857,0,3.57142857142857,3.57142857142857,10.7142857142857,0,48"
2019-01-03 04:30:00 UTC,https://www.msnbc.com/hardball/watch/after-white-house-meetings-no-deal-to-end-government-shutdown-1418302019781,after white house meetings no deal to end government shutdown 1418302019781,"TAX_FNCACT_SPEAKER,120;GENERAL_GOVERNMENT,69;GENERAL_GOVERNMENT,204;EPU_POLICY_GOVERNMENT,69;EPU_POLICY_GOVERNMENT,204;LEADER,290;TAX_FNCACT_PRESIDENT,290;DEMOCRACY,243;LEGISLATION,178;USPEC_POLITICS_GENERAL1,178;USPEC_POLICY1,178;EPU_POLICY_LEGISLATION,178;EPU_POLICY_WHITE_HOUSE,17;TAX_FNCACT_LEADER,250;","3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#17","Nancy Pelosi,133","Senate Democratic Leader Chuck Schumer,264;White House,17","-4,0,4,4,28,0,46"
2019-01-03 04:30:00 UTC,https://www.msnbc.com/the-beat-with-ari-melber/watch/romney-adviser-fuels-rumors-of-2020-primary-challenge-to-trump-1418344515593,romney adviser fuels rumors of 2020 primary challenge to trump 1418344515593,"TAX_ETHNICITY_ARI,279;TAX_POLITICAL_PARTY_REPUBLICANS,359;INFO_RUMOR,27;TAX_FNCACT_ADVISER,14;TAX_FNCACT_ADVISER,224;CRISISLEX_CRISISLEXREC,173;TAX_POLITICAL_PARTY_REPUBLICAN,128;USPEC_POLITICS_GENERAL1,128;",,"Mike Murphy,267;John Mccain,253",,"-5.97014925373134,1.49253731343284,7.46268656716418,8.95522388059701,19.4029850746269,0,57"
2019-01-03 04:30:00 UTC,https://www.msnbc.com/rachel-maddow/watch/warren-corruption-makes-trump-an-accelerant-of-inequality-1418445891791,warren corruption makes trump an accelerant of inequality 1418445891791,"LEADER,208;TAX_FNCACT_PRESIDENT,208;TAX_POLITICAL_PARTY_REPUBLICAN,339;TAX_FNCACT_SENATOR,86;USPEC_POLITICS_GENERAL1,86;CORRUPTION,19;CORRUPTION,282;",,"Rachel Maddow,240;Donald Trump,265;Elizabeth Warren,103",,"-3.57142857142857,0,3.57142857142857,3.57142857142857,10.7142857142857,0,48"
2019-01-03 04:30:00 UTC,https://www.msnbc.com/hardball/watch/trump-claims-he-fired-mattis-even-though-he-resigned-in-protest-1418314819773,trump claims he fired mattis even though he resigned in protest 1418314819773,"PROTEST,236;LEADER,96;TAX_FNCACT_PRESIDENT,96;USPEC_POLITICS_GENERAL1,96;RESIGNATION,52;RESIGNATION,225;TAX_FNCACT_SECRETARY,144;",,"James Mattis,168",,"-11.3636363636364,0,11.3636363636364,11.3636363636364,18.1818181818182,0,39"
2019-01-03 06:30:00 UTC,http://www.msnbc.com/rachel-maddow/watch/despite-exploratory-status-warren-well-staffed-for-2020-run-1418561091795,despite exploratory status warren well staffed for 2020 run 1418561091795,"LEADER,196;TAX_FNCACT_PRESIDENT,196;USPEC_POLITICS_GENERAL1,196;TAX_FNCACT_CANDIDATE,157;",,"Rachel Maddow,120;Elizabeth Warren,243;Lawrence Odonnell,95",,"0,0,0,0,20.3125,0,55"
2019-01-03 06:30:00 UTC,http://www.msnbc.com/rachel-maddow/watch/trump-cabinet-even-swampier-after-new-year-s-transition-1418532931715,trump cabinet even swampier after new year s transition 1418532931715,"WB_2433_CONFLICT_AND_VIOLENCE,252;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,252;TAX_FNCACT_STAFFERS,261;",,"Rachel Maddow,86;Donald Trump,167",,"-4.54545454545455,0,4.54545454545455,4.54545454545455,15.9090909090909,0,37"
2019-01-03 06:30:00 UTC,http://www.msnbc.com/the-last-word/watch/trump-said-he-d-look-foolish-to-take-deal-he-previously-accepted-1418496579635,trump said he d look foolish to take deal he previously accepted 1418496579635,"GENERAL_GOVERNMENT,223;EPU_POLICY_GOVERNMENT,223;LEADER,92;TAX_FNCACT_PRESIDENT,92;USPEC_POLITICS_GENERAL1,92;EPU_CATS_DEBT_CEILING_GOV_SHUTDOWN,232;TAX_ETHNICITY_AMERICAN,290;",1#American#US#US##39.828175#-98.5795#US#290,"Chuck Schumer,128;Jennifer Palmieri,388;Adam Jentleson,405",,"-2.7027027027027,1.35135135135135,4.05405405405405,5.40540540540541,24.3243243243243,0,62"
2019-01-03 06:30:00 UTC,http://www.msnbc.com/brian-williams/watch/lindsey-graham-if-trump-caves-it-s-the-end-of-his-presidency-1418491459770,lindsey graham if trump caves it s the end of his presidency 1418491459770,"LEADER,117;TAX_FNCACT_PRESIDENT,117;USPEC_POLITICS_GENERAL1,117;WB_696_PUBLIC_SECTOR_MANAGEMENT,129;WB_840_JUSTICE,129;WB_2473_DIPLOMACY_AND_NEGOTIATIONS,129;WB_939_NEGOTIATION,129;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,129;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,129;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,129;WB_843_DISPUTE_RESOLUTION,129;WB_2471_PEACEKEEPING,129;EPU_POLICY_WHITE_HOUSE,253;TAX_POLITICAL_PARTY_DEMOCRATS,144;TAX_POLITICAL_PARTY_REPUBLICAN,191;BORDER,165;","3#White House, District Of Columbia, United States#US#USDC#DC001#38.8951#-77.0364#531871#253","Lindsey Graham,14;Lindsey Graham,206",,"-4,0,4,4,18,0,41"
2019-01-03 06:30:00 UTC,http://www.msnbc.com/the-last-word/watch/what-trump-s-tepid-response-to-romney-reveals-1418498115511,what trump s tepid response to romney reveals 1418498115511,"LEADER,203;LEADER,220;TAX_FNCACT_PRESIDENT,203;TAX_FNCACT_PRESIDENT,220;USPEC_POLITICS_GENERAL1,203;USPEC_POLITICS_GENERAL1,220;","3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#91","Jonathan Capehart,261;Mitt Romney,139;David Frum,274",,"0,3.84615384615385,3.84615384615385,7.69230769230769,13.4615384615385,0,43"
2019-01-03 09:00:00 UTC,https://www.msnbc.com/the-last-word/watch/what-trump-s-tepid-response-to-romney-reveals-1418498115511,what trump s tepid response to romney reveals 1418498115511,"LEADER,203;LEADER,220;TAX_FNCACT_PRESIDENT,203;TAX_FNCACT_PRESIDENT,220;USPEC_POLITICS_GENERAL1,203;USPEC_POLITICS_GENERAL1,220;","3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#91","Jonathan Capehart,261;Mitt Romney,139;David Frum,274",,"0,3.84615384615385,3.84615384615385,7.69230769230769,13.4615384615385,0,43"
2019-01-03 09:00:00 UTC,https://www.msnbc.com/rachel-maddow/watch/trump-cabinet-even-swampier-after-new-year-s-transition-1418532931715,trump cabinet even swampier after new year s transition 1418532931715,"WB_2433_CONFLICT_AND_VIOLENCE,252;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,252;TAX_FNCACT_STAFFERS,261;",,"Rachel Maddow,86;Donald Trump,167",,"-4.54545454545455,0,4.54545454545455,4.54545454545455,15.9090909090909,0,37"
